"product_id","product_name","order_id","quantity","list_price","discount","product_revenue","order_date","season"
66,"Sun Bicycles Revolutions 24 - 2017",1324,1,"250.99","0.10","225.89","2018-01-01","Winter"
120,"Trek Fuel EX 7 29 - 2018",1324,2,"2499.99","0.20","3999.98","2018-01-01","Winter"
235,"Electra Koa 3i Ladies' - 2018",1324,1,"899.99","0.10","809.99","2018-01-01","Winter"
3,"Surly Wednesday Frameset - 2016",1324,1,"999.99","0.20","799.99","2018-01-01","Winter"
139,"Trek Remedy 7 27.5 - 2018",1325,1,"2999.99","0.05","2849.99","2018-01-01","Winter"
257,"Electra Amsterdam Fashion 3i Ladies' - 2017/2018",1325,1,"899.99","0.05","854.99","2018-01-01","Winter"
209,"Trek Crockett 7 Disc - 2018",1325,1,"2999.99","0.10","2699.99","2018-01-01","Winter"
28,"Surly Karate Monkey 27.5+ Frameset - 2017",1325,1,"2499.99","0.07","2324.99","2018-01-01","Winter"
190,"Trek Dual Sport+ - 2018",1326,2,"2799.99","0.07","5207.98","2018-01-01","Winter"
269,"Trek Precaliber 12 Boy's - 2018",1326,2,"199.99","0.07","371.98","2018-01-01","Winter"
151,"Trek Domane ALR 4 Disc Women's - 2018",1327,2,"1549.99","0.07","2882.98","2018-01-02","Winter"
235,"Electra Koa 3i Ladies' - 2018",1327,2,"899.99","0.10","1619.98","2018-01-02","Winter"
48,"Trek Emonda S 4 - 2017",1327,2,"1499.99","0.10","2699.98","2018-01-02","Winter"
180,"Trek Domane AL 3 Women's - 2018",1327,1,"919.99","0.20","735.99","2018-01-02","Winter"
241,"Electra Townie Commute 8D - 2018",1328,1,"749.99","0.07","697.49","2018-01-02","Winter"
129,"Trek X-Caliber 7 - 2018",1328,2,"919.99","0.10","1655.98","2018-01-02","Winter"
228,"Electra Cruiser 7D Tall - 2016/2018",1328,1,"319.99","0.07","297.59","2018-01-02","Winter"
311,"Electra Townie Commute 8D - 2018",1328,1,"749.99","0.10","674.99","2018-01-02","Winter"
247,"Electra Townie Original 7D EQ - 2018",1328,1,"599.99","0.10","539.99","2018-01-02","Winter"
143,"Trek Domane ALR 3 - 2018",1329,1,"1099.99","0.07","1022.99","2018-01-04","Winter"
107,"Sun Bicycles Cruz 7 - 2017",1329,1,"416.99","0.05","396.14","2018-01-04","Winter"
55,"Trek Domane S 6 - 2017",1329,1,"2699.99","0.07","2510.99","2018-01-04","Winter"
283,"Electra Heartchya 1 (20-inch) - Girl's - 2018",1329,2,"319.99","0.20","511.98","2018-01-04","Winter"
13,"Electra Cruiser 1 (24-Inch) - 2016",1329,1,"269.99","0.10","242.99","2018-01-04","Winter"
232,"Electra Cruiser Lux 7D Ladies' - 2018",1330,1,"479.99","0.20","383.99","2018-01-04","Winter"
243,"Electra Townie Original 21D EQ Ladies' - 2018",1330,2,"679.99","0.05","1291.98","2018-01-04","Winter"
230,"Electra Cruiser Lux 1 Ladies' - 2018",1330,2,"429.99","0.20","687.98","2018-01-04","Winter"
102,"Electra Townie Original 7D - 2017",1330,2,"489.99","0.05","930.98","2018-01-04","Winter"
282,"Electra Cyclosaurus 1 (16-inch) - Boy's - 2018",1330,1,"279.99","0.10","251.99","2018-01-04","Winter"
253,"Electra Townie Go! 8i Ladies' - 2018",1331,1,"2599.99","0.05","2469.99","2018-01-05","Winter"
290,"Electra Superbolt 3i 20"" - 2018",1331,1,"369.99","0.05","351.49","2018-01-05","Winter"
145,"Trek Domane ALR 5 Disc - 2018",1331,2,"1799.99","0.10","3239.98","2018-01-05","Winter"
300,"Electra Townie Balloon 3i EQ Ladies' - 2018",1331,1,"799.99","0.20","639.99","2018-01-05","Winter"
296,"Electra Treasure 3i 20"" - 2018",1332,1,"369.99","0.20","295.99","2018-01-06","Winter"
93,"Haro Shredder 20 Girls - 2017",1332,2,"209.99","0.05","398.98","2018-01-06","Winter"
179,"Trek Domane AL 3 - 2018",1332,2,"919.99","0.07","1711.18","2018-01-06","Winter"
298,"Electra Water Lily 1 (16-inch) - Girl's - 2018",1332,1,"279.99","0.10","251.99","2018-01-06","Winter"
205,"Trek Super Commuter+ 8S - 2018",1333,2,"4999.99","0.05","9499.98","2018-01-06","Winter"
304,"Electra Townie Original 21D EQ - 2017/2018",1333,2,"679.99","0.10","1223.98","2018-01-06","Winter"
99,"Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",1333,2,"299.99","0.10","539.98","2018-01-06","Winter"
12,"Electra Townie Original 21D - 2016",1333,1,"549.99","0.05","522.49","2018-01-06","Winter"
78,"Sun Bicycles Biscayne Tandem CB - 2017",1333,1,"647.99","0.10","583.19","2018-01-06","Winter"
203,"Trek Powerfly 7 FS - 2018",1334,2,"4999.99","0.05","9499.98","2018-01-07","Winter"
160,"Trek Emonda SLR 6 - 2018",1334,2,"4499.99","0.07","8369.98","2018-01-07","Winter"
84,"Sun Bicycles Lil Kitt'n - 2017",1334,2,"109.99","0.10","197.98","2018-01-07","Winter"
13,"Electra Cruiser 1 (24-Inch) - 2016",1334,1,"269.99","0.05","256.49","2018-01-07","Winter"
42,"Trek Fuel EX 5 27.5 Plus - 2017",1334,1,"2299.99","0.05","2184.99","2018-01-07","Winter"
138,"Trek Fuel EX 5 Plus - 2018",1335,2,"2249.99","0.05","4274.98","2018-01-07","Winter"
29,"Trek X-Caliber 8 - 2017",1336,2,"999.99","0.20","1599.98","2018-01-09","Winter"
157,"Trek Domane SL Frameset Women's - 2018",1336,1,"6499.99","0.05","6174.99","2018-01-09","Winter"
21,"Electra Cruiser 1 (24-Inch) - 2016",1336,2,"269.99","0.07","502.18","2018-01-09","Winter"
207,"Trek Boone 7 Disc - 2018",1336,1,"3999.99","0.10","3599.99","2018-01-09","Winter"
185,"Trek Conduit+ - 2018",1336,1,"2799.99","0.10","2519.99","2018-01-09","Winter"
153,"Trek Domane SL 7 Women's - 2018",1337,1,"4999.99","0.10","4499.99","2018-01-09","Winter"
169,"Trek Emonda SLR 8 - 2018",1338,2,"6499.99","0.07","12089.98","2018-01-10","Winter"
175,"Trek Domane SLR Frameset - 2018",1339,1,"3199.99","0.07","2975.99","2018-01-11","Winter"
253,"Electra Townie Go! 8i Ladies' - 2018",1340,1,"2599.99","0.20","2079.99","2018-01-12","Winter"
92,"Haro Shredder 20 - 2017",1340,2,"209.99","0.20","335.98","2018-01-12","Winter"
237,"Electra Relic 3i - 2018",1340,2,"849.99","0.05","1614.98","2018-01-12","Winter"
215,"Electra Queen of Hearts 3i - 2018",1341,2,"749.99","0.07","1394.98","2018-01-12","Winter"
56,"Trek Domane SLR 6 Disc - 2017",1341,2,"5499.99","0.20","8799.98","2018-01-12","Winter"
234,"Electra Daydreamer 3i Ladies' - 2018",1341,2,"899.99","0.05","1709.98","2018-01-12","Winter"
66,"Sun Bicycles Revolutions 24 - 2017",1341,2,"250.99","0.05","476.88","2018-01-12","Winter"
60,"Sun Bicycles ElectroLite - 2017",1342,1,"1559.99","0.05","1481.99","2018-01-12","Winter"
270,"Trek Precaliber 16 Boy's - 2018",1342,1,"209.99","0.05","199.49","2018-01-12","Winter"
244,"Electra Townie Original 21D Ladies' - 2018",1343,1,"559.99","0.05","531.99","2018-01-13","Winter"
99,"Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",1343,1,"299.99","0.05","284.99","2018-01-13","Winter"
184,"Trek Domane SL 6 Disc - 2018",1343,2,"3499.99","0.20","5599.98","2018-01-13","Winter"
65,"Sun Bicycles Lil Bolt Type-R - 2017",1343,2,"346.99","0.20","555.18","2018-01-13","Winter"
206,"Trek Boone 5 Disc - 2018",1343,1,"3299.99","0.10","2969.99","2018-01-13","Winter"
77,"Electra Glam Punk 3i Ladies' - 2017",1344,2,"799.99","0.07","1487.98","2018-01-13","Winter"
103,"Sun Bicycles Streamway 3 - 2017",1344,2,"551.99","0.20","883.18","2018-01-13","Winter"
3,"Surly Wednesday Frameset - 2016",1344,1,"999.99","0.07","929.99","2018-01-13","Winter"
61,"Trek Powerfly 8 FS Plus - 2017",1344,1,"4999.99","0.07","4649.99","2018-01-13","Winter"
40,"Trek Fuel EX 9.8 29 - 2017",1345,2,"4999.99","0.20","7999.98","2018-01-14","Winter"
172,"Trek Domane ALR Disc Frameset - 2018",1345,2,"3199.99","0.05","6079.98","2018-01-14","Winter"
164,"Surly Straggler 650b - 2018",1345,2,"1549.00","0.20","2478.40","2018-01-14","Winter"
2,"Ritchey Timberwolf Frameset - 2016",1345,2,"749.99","0.20","1199.98","2018-01-14","Winter"
134,"Trek Remedy 27.5 C Frameset - 2018",1346,2,"1499.99","0.05","2849.98","2018-01-14","Winter"
150,"Trek Emonda SL 7 - 2018",1346,1,"4499.99","0.05","4274.99","2018-01-14","Winter"
18,"Pure Cycles Western 3-Speed - Women's - 2015/2016",1346,2,"449.00","0.05","853.10","2018-01-14","Winter"
249,"Electra White Water 3i - 2018",1346,1,"749.99","0.10","674.99","2018-01-14","Winter"
263,"Strider Classic 12 Balance Bike - 2018",1346,2,"89.99","0.20","143.98","2018-01-14","Winter"
43,"Trek Fuel EX 9.8 27.5 Plus - 2017",1347,2,"5299.99","0.07","9857.98","2018-01-15","Winter"
53,"Surly Ogre Frameset - 2017",1347,1,"749.99","0.05","712.49","2018-01-15","Winter"
203,"Trek Powerfly 7 FS - 2018",1348,1,"4999.99","0.05","4749.99","2018-01-15","Winter"
148,"Trek Domane SL 8 Disc - 2018",1348,1,"5499.99","0.05","5224.99","2018-01-15","Winter"
58,"Trek Madone 9.2 - 2017",1348,2,"4999.99","0.10","8999.98","2018-01-15","Winter"
147,"Trek Domane ALR 5 Gravel - 2018",1348,1,"1799.99","0.07","1673.99","2018-01-15","Winter"
138,"Trek Fuel EX 5 Plus - 2018",1349,2,"2249.99","0.05","4274.98","2018-01-15","Winter"
205,"Trek Super Commuter+ 8S - 2018",1349,2,"4999.99","0.07","9299.98","2018-01-15","Winter"
168,"Surly Straggler - 2018",1349,2,"1549.00","0.20","2478.40","2018-01-15","Winter"
184,"Trek Domane SL 6 Disc - 2018",1349,1,"3499.99","0.20","2799.99","2018-01-15","Winter"
305,"Electra Townie Balloon 3i EQ - 2017/2018",1350,1,"749.99","0.10","674.99","2018-01-15","Winter"
250,"Electra Townie Go! 8i - 2017/2018",1350,1,"2599.99","0.07","2417.99","2018-01-15","Winter"
253,"Electra Townie Go! 8i Ladies' - 2018",1350,1,"2599.99","0.07","2417.99","2018-01-15","Winter"
159,"Trek Emonda ALR 6 - 2018",1350,1,"2299.99","0.05","2184.99","2018-01-15","Winter"
13,"Electra Cruiser 1 (24-Inch) - 2016",1350,2,"269.99","0.20","431.98","2018-01-15","Winter"
297,"Electra Under-The-Sea 1 16"" - 2018",1351,2,"279.99","0.20","447.98","2018-01-16","Winter"
133,"Trek Procaliber Frameset - 2018",1351,1,"1499.99","0.10","1349.99","2018-01-16","Winter"
136,"Trek Procaliber 6 - 2018",1352,1,"1799.99","0.20","1439.99","2018-01-16","Winter"
52,"Surly Steamroller - 2017",1352,2,"875.99","0.10","1576.78","2018-01-16","Winter"
282,"Electra Cyclosaurus 1 (16-inch) - Boy's - 2018",1352,2,"279.99","0.10","503.98","2018-01-16","Winter"
86,"Trek Girl's Kickster - 2017",1352,2,"149.99","0.20","239.98","2018-01-16","Winter"
100,"Electra Townie 3i EQ (20-inch) - Boys' - 2017",1352,1,"489.99","0.05","465.49","2018-01-16","Winter"
107,"Sun Bicycles Cruz 7 - 2017",1353,2,"416.99","0.05","792.28","2018-01-17","Winter"
233,"Electra Cruiser Lux Fat Tire 7D - 2018",1353,1,"639.99","0.07","595.19","2018-01-17","Winter"
300,"Electra Townie Balloon 3i EQ Ladies' - 2018",1353,1,"799.99","0.20","639.99","2018-01-17","Winter"
86,"Trek Girl's Kickster - 2017",1353,2,"149.99","0.05","284.98","2018-01-17","Winter"
166,"Trek Domane AL 2 Women's - 2018",1354,2,"749.99","0.07","1394.98","2018-01-19","Winter"
297,"Electra Under-The-Sea 1 16"" - 2018",1355,1,"279.99","0.10","251.99","2018-01-19","Winter"
253,"Electra Townie Go! 8i Ladies' - 2018",1355,1,"2599.99","0.07","2417.99","2018-01-19","Winter"
149,"Trek Domane SLR 8 Disc - 2018",1355,1,"7499.99","0.20","5999.99","2018-01-19","Winter"
313,"Electra Townie Original 1 Ladies' - 2018",1355,2,"449.99","0.10","809.98","2018-01-19","Winter"
192,"Electra Townie Go! 8i - 2017/2018",1356,1,"2599.99","0.05","2469.99","2018-01-19","Winter"
199,"Electra Townie Commute Go! Ladies' - 2018",1356,2,"2999.99","0.10","5399.98","2018-01-19","Winter"
276,"Trek Precaliber 24 (7-Speed) - Boys - 2018",1356,2,"319.99","0.10","575.98","2018-01-19","Winter"
145,"Trek Domane ALR 5 Disc - 2018",1357,2,"1799.99","0.20","2879.98","2018-01-20","Winter"
60,"Sun Bicycles ElectroLite - 2017",1357,1,"1559.99","0.20","1247.99","2018-01-20","Winter"
130,"Trek Stache Carbon Frameset - 2018",1357,1,"919.99","0.20","735.99","2018-01-20","Winter"
257,"Electra Amsterdam Fashion 3i Ladies' - 2017/2018",1358,2,"899.99","0.20","1439.98","2018-01-21","Winter"
282,"Electra Cyclosaurus 1 (16-inch) - Boy's - 2018",1359,1,"279.99","0.05","265.99","2018-01-21","Winter"
82,"Electra Amsterdam Original 3i Ladies' - 2017",1359,1,"659.99","0.05","626.99","2018-01-21","Winter"
31,"Surly Wednesday - 2017",1360,1,"1632.99","0.05","1551.34","2018-01-22","Winter"
307,"Electra Townie Balloon 8D EQ - 2016/2017/2018",1361,2,"749.99","0.07","1394.98","2018-01-22","Winter"
153,"Trek Domane SL 7 Women's - 2018",1361,1,"4999.99","0.05","4749.99","2018-01-22","Winter"
163,"Surly Pack Rat - 2018",1361,2,"1349.00","0.20","2158.40","2018-01-22","Winter"
27,"Surly Big Dummy Frameset - 2017",1362,2,"999.99","0.20","1599.98","2018-01-23","Winter"
204,"Trek Super Commuter+ 7 - 2018",1362,2,"3599.99","0.07","6695.98","2018-01-23","Winter"
4,"Trek Fuel EX 8 29 - 2016",1362,2,"2899.99","0.20","4639.98","2018-01-23","Winter"
66,"Sun Bicycles Revolutions 24 - 2017",1363,2,"250.99","0.10","451.78","2018-01-24","Winter"
78,"Sun Bicycles Biscayne Tandem CB - 2017",1364,1,"647.99","0.07","602.63","2018-01-25","Winter"
155,"Trek Domane SLR 9 Disc - 2018",1364,2,"11999.99","0.10","21599.98","2018-01-25","Winter"
152,"Trek Domane SL 5 Disc Women's - 2018",1364,1,"2499.99","0.10","2249.99","2018-01-25","Winter"
110,"Sun Bicycles Drifter 7 - 2017",1364,1,"470.99","0.07","438.02","2018-01-25","Winter"
144,"Trek Domane ALR 4 Disc - 2018",1365,1,"1549.99","0.07","1441.49","2018-01-25","Winter"
58,"Trek Madone 9.2 - 2017",1365,1,"4999.99","0.07","4649.99","2018-01-25","Winter"
236,"Electra Morningstar 3i Ladies' - 2018",1365,1,"749.99","0.05","712.49","2018-01-25","Winter"
115,"Trek Fuel EX 8 29 - 2018",1366,1,"3199.99","0.10","2879.99","2018-01-26","Winter"
128,"Surly ECR 27.5 - 2018",1366,2,"1899.00","0.20","3038.40","2018-01-26","Winter"
200,"Trek Powerfly 5 - 2018",1366,1,"3499.99","0.07","3254.99","2018-01-26","Winter"
132,"Trek Procal AL Frameset - 2018",1367,1,"1499.99","0.10","1349.99","2018-01-27","Winter"
131,"Heller Bloodhound Trail - 2018",1367,2,"2599.00","0.20","4158.40","2018-01-27","Winter"
124,"Surly Krampus - 2018",1367,1,"1499.00","0.07","1394.07","2018-01-27","Winter"
24,"Electra Townie Original 21D - 2016",1367,2,"549.99","0.05","1044.98","2018-01-27","Winter"
66,"Sun Bicycles Revolutions 24 - 2017",1368,1,"250.99","0.10","225.89","2018-01-27","Winter"
113,"Trek Marlin 5 - 2018",1368,2,"489.99","0.07","911.38","2018-01-27","Winter"
186,"Trek CrossRip+ - 2018",1368,1,"4499.99","0.20","3599.99","2018-01-27","Winter"
213,"Electra Cruiser 1 - 2016/2017/2018",1369,2,"269.99","0.05","512.98","2018-01-28","Winter"
7,"Trek Slash 8 27.5 - 2016",1370,1,"3999.99","0.07","3719.99","2018-01-28","Winter"
89,"Trek Precaliber 16 Boys - 2017",1370,2,"209.99","0.10","377.98","2018-01-28","Winter"
208,"Trek Crockett 5 Disc - 2018",1370,2,"1799.99","0.20","2879.98","2018-01-28","Winter"
134,"Trek Remedy 27.5 C Frameset - 2018",1370,1,"1499.99","0.10","1349.99","2018-01-28","Winter"
223,"Electra Cruiser Lux 3i - 2018",1371,2,"529.99","0.07","985.78","2018-01-29","Winter"
8,"Trek Remedy 29 Carbon Frameset - 2016",1371,2,"1799.99","0.20","2879.98","2018-01-29","Winter"
307,"Electra Townie Balloon 8D EQ - 2016/2017/2018",1372,1,"749.99","0.07","697.49","2018-01-29","Winter"
283,"Electra Heartchya 1 (20-inch) - Girl's - 2018",1372,2,"319.99","0.20","511.98","2018-01-29","Winter"
63,"Trek Boone Race Shop Limited - 2017",1373,1,"3499.99","0.10","3149.99","2018-01-29","Winter"
181,"Trek Domane SL 5 - 2018",1374,2,"2199.99","0.05","4179.98","2018-01-30","Winter"
130,"Trek Stache Carbon Frameset - 2018",1374,2,"919.99","0.07","1711.18","2018-01-30","Winter"
147,"Trek Domane ALR 5 Gravel - 2018",1375,2,"1799.99","0.05","3419.98","2018-01-30","Winter"
182,"Trek Domane SL 5 Disc - 2018",1375,1,"2499.99","0.20","1999.99","2018-01-30","Winter"
5,"Heller Shagamaw Frame - 2016",1376,1,"1320.99","0.07","1228.52","2018-02-01","Winter"
153,"Trek Domane SL 7 Women's - 2018",1377,2,"4999.99","0.05","9499.98","2018-02-01","Winter"
130,"Trek Stache Carbon Frameset - 2018",1377,1,"919.99","0.05","873.99","2018-02-01","Winter"
48,"Trek Emonda S 4 - 2017",1377,1,"1499.99","0.07","1394.99","2018-02-01","Winter"
188,"Trek XM700+ Lowstep - 2018",1377,2,"3499.99","0.07","6509.98","2018-02-01","Winter"
96,"Electra Moto 3i (20-inch) - Boy's - 2017",1378,2,"349.99","0.07","650.98","2018-02-02","Winter"
142,"Trek Fuel EX 8 29 XT - 2018",1378,2,"3199.99","0.07","5951.98","2018-02-02","Winter"
2,"Ritchey Timberwolf Frameset - 2016",1378,2,"749.99","0.20","1199.98","2018-02-02","Winter"
110,"Sun Bicycles Drifter 7 - 2017",1378,1,"470.99","0.07","438.02","2018-02-02","Winter"
129,"Trek X-Caliber 7 - 2018",1378,2,"919.99","0.20","1471.98","2018-02-02","Winter"
15,"Electra Moto 1 - 2016",1379,1,"529.99","0.10","476.99","2018-02-02","Winter"
118,"Trek X-Caliber 8 - 2018",1379,1,"999.99","0.10","899.99","2018-02-02","Winter"
263,"Strider Classic 12 Balance Bike - 2018",1379,2,"89.99","0.10","161.98","2018-02-02","Winter"
255,"Electra Townie Balloon 7i EQ Ladies' - 2017/2018",1380,2,"899.99","0.10","1619.98","2018-02-05","Winter"
229,"Electra Cruiser Lux 1 - 2016/2018",1380,2,"429.99","0.07","799.78","2018-02-05","Winter"
274,"Trek Precaliber 20 Boy's - 2018",1381,2,"229.99","0.20","367.98","2018-02-05","Winter"
214,"Electra Tiger Shark 3i - 2018",1381,2,"899.99","0.10","1619.98","2018-02-05","Winter"
232,"Electra Cruiser Lux 7D Ladies' - 2018",1382,1,"479.99","0.20","383.99","2018-02-06","Winter"
81,"Electra Amsterdam Fashion 7i Ladies' - 2017",1382,2,"1099.99","0.05","2089.98","2018-02-06","Winter"
225,"Electra Delivery 3i - 2016/2017/2018",1382,1,"959.99","0.10","863.99","2018-02-06","Winter"
135,"Trek X-Caliber Frameset - 2018",1382,1,"1499.99","0.07","1394.99","2018-02-06","Winter"
238,"Electra Townie Balloon 8D EQ - 2016/2017/2018",1382,1,"749.99","0.20","599.99","2018-02-06","Winter"
188,"Trek XM700+ Lowstep - 2018",1383,2,"3499.99","0.20","5599.98","2018-02-07","Winter"
65,"Sun Bicycles Lil Bolt Type-R - 2017",1383,2,"346.99","0.05","659.28","2018-02-07","Winter"
32,"Trek Farley Alloy Frameset - 2017",1384,1,"469.99","0.07","437.09","2018-02-08","Winter"
142,"Trek Fuel EX 8 29 XT - 2018",1384,2,"3199.99","0.10","5759.98","2018-02-08","Winter"
89,"Trek Precaliber 16 Boys - 2017",1384,1,"209.99","0.10","188.99","2018-02-08","Winter"
97,"Electra Savannah 3i (20-inch) - Girl's - 2017",1384,1,"349.99","0.05","332.49","2018-02-08","Winter"
24,"Electra Townie Original 21D - 2016",1385,2,"549.99","0.05","1044.98","2018-02-08","Winter"
145,"Trek Domane ALR 5 Disc - 2018",1385,1,"1799.99","0.07","1673.99","2018-02-08","Winter"
39,"Trek Stache 5 - 2017",1385,2,"1499.99","0.10","2699.98","2018-02-08","Winter"
135,"Trek X-Caliber Frameset - 2018",1385,1,"1499.99","0.05","1424.99","2018-02-08","Winter"
292,"Electra Sweet Ride 3i (20-inch) - Girls' - 2018",1386,1,"369.99","0.20","295.99","2018-02-09","Winter"
262,"Trek MT 201 - 2018",1386,1,"249.99","0.10","224.99","2018-02-09","Winter"
306,"Electra Townie Balloon 7i EQ Ladies' - 2017/2018",1386,1,"899.99","0.10","809.99","2018-02-09","Winter"
150,"Trek Emonda SL 7 - 2018",1386,1,"4499.99","0.07","4184.99","2018-02-09","Winter"
106,"Sun Bicycles Cruz 3 - 2017",1387,1,"449.99","0.10","404.99","2018-02-09","Winter"
251,"Electra Townie Commute Go! - 2018",1388,1,"2999.99","0.10","2699.99","2018-02-09","Winter"
85,"Haro Downtown 16 - 2017",1389,2,"329.99","0.10","593.98","2018-02-11","Winter"
171,"Trek Domane SL 6 - 2018",1389,2,"3199.99","0.05","6079.98","2018-02-11","Winter"
227,"Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018",1389,1,"319.99","0.07","297.59","2018-02-11","Winter"
41,"Haro Shift R3 - 2017",1390,2,"1469.99","0.05","2792.98","2018-02-12","Winter"
27,"Surly Big Dummy Frameset - 2017",1390,2,"999.99","0.05","1899.98","2018-02-12","Winter"
306,"Electra Townie Balloon 7i EQ Ladies' - 2017/2018",1390,1,"899.99","0.10","809.99","2018-02-12","Winter"
104,"Sun Bicycles Streamway - 2017",1390,1,"481.99","0.05","457.89","2018-02-12","Winter"
147,"Trek Domane ALR 5 Gravel - 2018",1390,2,"1799.99","0.10","3239.98","2018-02-12","Winter"
223,"Electra Cruiser Lux 3i - 2018",1391,2,"529.99","0.07","985.78","2018-02-13","Winter"
295,"Electra Treasure 1 20"" - 2018",1391,2,"319.99","0.20","511.98","2018-02-13","Winter"
277,"Trek Precaliber 24 21-speed Boy's - 2018",1391,1,"369.99","0.20","295.99","2018-02-13","Winter"
87,"Trek Precaliber 12 Boys - 2017",1392,2,"189.99","0.20","303.98","2018-02-13","Winter"
240,"Electra Townie Commute 27D Ladies - 2018",1392,2,"899.99","0.05","1709.98","2018-02-13","Winter"
92,"Haro Shredder 20 - 2017",1393,1,"209.99","0.07","195.29","2018-02-14","Winter"
82,"Electra Amsterdam Original 3i Ladies' - 2017",1393,1,"659.99","0.07","613.79","2018-02-14","Winter"
47,"Trek Remedy 9.8 - 2017",1393,2,"5299.99","0.05","10069.98","2018-02-14","Winter"
268,"Trek Kickster - 2018",1393,2,"159.99","0.05","303.98","2018-02-14","Winter"
165,"Trek 1120 - 2018",1394,2,"2499.99","0.05","4749.98","2018-02-14","Winter"
