"product_id","product_name","order_id","quantity","list_price","discount","product_revenue","order_date","season","state","city"
3,"Surly Wednesday Frameset - 2016",1324,1,"999.99","0.20","799.99","2018-01-01","Winter","NY","Fresh Meadows"
269,"Trek Precaliber 12 Boy's - 2018",1326,2,"199.99","0.07","371.98","2018-01-01","Winter","TX","Longview"
190,"Trek Dual Sport+ - 2018",1326,2,"2799.99","0.07","5207.98","2018-01-01","Winter","TX","Longview"
28,"Surly Karate Monkey 27.5+ Frameset - 2017",1325,1,"2499.99","0.07","2324.99","2018-01-01","Winter","TX","Rowlett"
209,"Trek Crockett 7 Disc - 2018",1325,1,"2999.99","0.10","2699.99","2018-01-01","Winter","TX","Rowlett"
139,"Trek Remedy 7 27.5 - 2018",1325,1,"2999.99","0.05","2849.99","2018-01-01","Winter","TX","Rowlett"
257,"Electra Amsterdam Fashion 3i Ladies' - 2017/2018",1325,1,"899.99","0.05","854.99","2018-01-01","Winter","TX","Rowlett"
66,"Sun Bicycles Revolutions 24 - 2017",1324,1,"250.99","0.10","225.89","2018-01-01","Winter","NY","Fresh Meadows"
120,"Trek Fuel EX 7 29 - 2018",1324,2,"2499.99","0.20","3999.98","2018-01-01","Winter","NY","Fresh Meadows"
235,"Electra Koa 3i Ladies' - 2018",1324,1,"899.99","0.10","809.99","2018-01-01","Winter","NY","Fresh Meadows"
129,"Trek X-Caliber 7 - 2018",1328,2,"919.99","0.10","1655.98","2018-01-02","Winter","NY","Wantagh"
228,"Electra Cruiser 7D Tall - 2016/2018",1328,1,"319.99","0.07","297.59","2018-01-02","Winter","NY","Wantagh"
247,"Electra Townie Original 7D EQ - 2018",1328,1,"599.99","0.10","539.99","2018-01-02","Winter","NY","Wantagh"
151,"Trek Domane ALR 4 Disc Women's - 2018",1327,2,"1549.99","0.07","2882.98","2018-01-02","Winter","NY","Endicott"
235,"Electra Koa 3i Ladies' - 2018",1327,2,"899.99","0.10","1619.98","2018-01-02","Winter","NY","Endicott"
48,"Trek Emonda S 4 - 2017",1327,2,"1499.99","0.10","2699.98","2018-01-02","Winter","NY","Endicott"
180,"Trek Domane AL 3 Women's - 2018",1327,1,"919.99","0.20","735.99","2018-01-02","Winter","NY","Endicott"
311,"Electra Townie Commute 8D - 2018",1328,1,"749.99","0.10","674.99","2018-01-02","Winter","NY","Wantagh"
241,"Electra Townie Commute 8D - 2018",1328,1,"749.99","0.07","697.49","2018-01-02","Winter","NY","Wantagh"
13,"Electra Cruiser 1 (24-Inch) - 2016",1329,1,"269.99","0.10","242.99","2018-01-04","Winter","CA","Oxnard"
243,"Electra Townie Original 21D EQ Ladies' - 2018",1330,2,"679.99","0.05","1291.98","2018-01-04","Winter","NY","Ronkonkoma"
232,"Electra Cruiser Lux 7D Ladies' - 2018",1330,1,"479.99","0.20","383.99","2018-01-04","Winter","NY","Ronkonkoma"
143,"Trek Domane ALR 3 - 2018",1329,1,"1099.99","0.07","1022.99","2018-01-04","Winter","CA","Oxnard"
107,"Sun Bicycles Cruz 7 - 2017",1329,1,"416.99","0.05","396.14","2018-01-04","Winter","CA","Oxnard"
55,"Trek Domane S 6 - 2017",1329,1,"2699.99","0.07","2510.99","2018-01-04","Winter","CA","Oxnard"
283,"Electra Heartchya 1 (20-inch) - Girl's - 2018",1329,2,"319.99","0.20","511.98","2018-01-04","Winter","CA","Oxnard"
282,"Electra Cyclosaurus 1 (16-inch) - Boy's - 2018",1330,1,"279.99","0.10","251.99","2018-01-04","Winter","NY","Ronkonkoma"
102,"Electra Townie Original 7D - 2017",1330,2,"489.99","0.05","930.98","2018-01-04","Winter","NY","Ronkonkoma"
230,"Electra Cruiser Lux 1 Ladies' - 2018",1330,2,"429.99","0.20","687.98","2018-01-04","Winter","NY","Ronkonkoma"
253,"Electra Townie Go! 8i Ladies' - 2018",1331,1,"2599.99","0.05","2469.99","2018-01-05","Winter","NY","Massapequa Park"
300,"Electra Townie Balloon 3i EQ Ladies' - 2018",1331,1,"799.99","0.20","639.99","2018-01-05","Winter","NY","Massapequa Park"
145,"Trek Domane ALR 5 Disc - 2018",1331,2,"1799.99","0.10","3239.98","2018-01-05","Winter","NY","Massapequa Park"
290,"Electra Superbolt 3i 20"" - 2018",1331,1,"369.99","0.05","351.49","2018-01-05","Winter","NY","Massapequa Park"
205,"Trek Super Commuter+ 8S - 2018",1333,2,"4999.99","0.05","9499.98","2018-01-06","Winter","TX","Houston"
298,"Electra Water Lily 1 (16-inch) - Girl's - 2018",1332,1,"279.99","0.10","251.99","2018-01-06","Winter","NY","Merrick"
179,"Trek Domane AL 3 - 2018",1332,2,"919.99","0.07","1711.18","2018-01-06","Winter","NY","Merrick"
93,"Haro Shredder 20 Girls - 2017",1332,2,"209.99","0.05","398.98","2018-01-06","Winter","NY","Merrick"
296,"Electra Treasure 3i 20"" - 2018",1332,1,"369.99","0.20","295.99","2018-01-06","Winter","NY","Merrick"
78,"Sun Bicycles Biscayne Tandem CB - 2017",1333,1,"647.99","0.10","583.19","2018-01-06","Winter","TX","Houston"
12,"Electra Townie Original 21D - 2016",1333,1,"549.99","0.05","522.49","2018-01-06","Winter","TX","Houston"
99,"Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",1333,2,"299.99","0.10","539.98","2018-01-06","Winter","TX","Houston"
304,"Electra Townie Original 21D EQ - 2017/2018",1333,2,"679.99","0.10","1223.98","2018-01-06","Winter","TX","Houston"
138,"Trek Fuel EX 5 Plus - 2018",1335,2,"2249.99","0.05","4274.98","2018-01-07","Winter","NY","West Babylon"
203,"Trek Powerfly 7 FS - 2018",1334,2,"4999.99","0.05","9499.98","2018-01-07","Winter","NY","Mount Vernon"
42,"Trek Fuel EX 5 27.5 Plus - 2017",1334,1,"2299.99","0.05","2184.99","2018-01-07","Winter","NY","Mount Vernon"
84,"Sun Bicycles Lil Kitt'n - 2017",1334,2,"109.99","0.10","197.98","2018-01-07","Winter","NY","Mount Vernon"
160,"Trek Emonda SLR 6 - 2018",1334,2,"4499.99","0.07","8369.98","2018-01-07","Winter","NY","Mount Vernon"
13,"Electra Cruiser 1 (24-Inch) - 2016",1334,1,"269.99","0.05","256.49","2018-01-07","Winter","NY","Mount Vernon"
21,"Electra Cruiser 1 (24-Inch) - 2016",1336,2,"269.99","0.07","502.18","2018-01-09","Winter","CA","San Jose"
185,"Trek Conduit+ - 2018",1336,1,"2799.99","0.10","2519.99","2018-01-09","Winter","CA","San Jose"
207,"Trek Boone 7 Disc - 2018",1336,1,"3999.99","0.10","3599.99","2018-01-09","Winter","CA","San Jose"
29,"Trek X-Caliber 8 - 2017",1336,2,"999.99","0.20","1599.98","2018-01-09","Winter","CA","San Jose"
157,"Trek Domane SL Frameset Women's - 2018",1336,1,"6499.99","0.05","6174.99","2018-01-09","Winter","CA","San Jose"
153,"Trek Domane SL 7 Women's - 2018",1337,1,"4999.99","0.10","4499.99","2018-01-09","Winter","NY","Hollis"
169,"Trek Emonda SLR 8 - 2018",1338,2,"6499.99","0.07","12089.98","2018-01-10","Winter","NY","Baldwinsville"
175,"Trek Domane SLR Frameset - 2018",1339,1,"3199.99","0.07","2975.99","2018-01-11","Winter","CA","Los Angeles"
66,"Sun Bicycles Revolutions 24 - 2017",1341,2,"250.99","0.05","476.88","2018-01-12","Winter","NY","Bay Shore"
237,"Electra Relic 3i - 2018",1340,2,"849.99","0.05","1614.98","2018-01-12","Winter","CA","Anaheim"
92,"Haro Shredder 20 - 2017",1340,2,"209.99","0.20","335.98","2018-01-12","Winter","CA","Anaheim"
253,"Electra Townie Go! 8i Ladies' - 2018",1340,1,"2599.99","0.20","2079.99","2018-01-12","Winter","CA","Anaheim"
270,"Trek Precaliber 16 Boy's - 2018",1342,1,"209.99","0.05","199.49","2018-01-12","Winter","NY","Jamaica"
60,"Sun Bicycles ElectroLite - 2017",1342,1,"1559.99","0.05","1481.99","2018-01-12","Winter","NY","Jamaica"
234,"Electra Daydreamer 3i Ladies' - 2018",1341,2,"899.99","0.05","1709.98","2018-01-12","Winter","NY","Bay Shore"
56,"Trek Domane SLR 6 Disc - 2017",1341,2,"5499.99","0.20","8799.98","2018-01-12","Winter","NY","Bay Shore"
215,"Electra Queen of Hearts 3i - 2018",1341,2,"749.99","0.07","1394.98","2018-01-12","Winter","NY","Bay Shore"
3,"Surly Wednesday Frameset - 2016",1344,1,"999.99","0.07","929.99","2018-01-13","Winter","NY","Mount Vernon"
103,"Sun Bicycles Streamway 3 - 2017",1344,2,"551.99","0.20","883.18","2018-01-13","Winter","NY","Mount Vernon"
77,"Electra Glam Punk 3i Ladies' - 2017",1344,2,"799.99","0.07","1487.98","2018-01-13","Winter","NY","Mount Vernon"
206,"Trek Boone 5 Disc - 2018",1343,1,"3299.99","0.10","2969.99","2018-01-13","Winter","NY","Lindenhurst"
65,"Sun Bicycles Lil Bolt Type-R - 2017",1343,2,"346.99","0.20","555.18","2018-01-13","Winter","NY","Lindenhurst"
184,"Trek Domane SL 6 Disc - 2018",1343,2,"3499.99","0.20","5599.98","2018-01-13","Winter","NY","Lindenhurst"
99,"Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",1343,1,"299.99","0.05","284.99","2018-01-13","Winter","NY","Lindenhurst"
244,"Electra Townie Original 21D Ladies' - 2018",1343,1,"559.99","0.05","531.99","2018-01-13","Winter","NY","Lindenhurst"
61,"Trek Powerfly 8 FS Plus - 2017",1344,1,"4999.99","0.07","4649.99","2018-01-13","Winter","NY","Mount Vernon"
2,"Ritchey Timberwolf Frameset - 2016",1345,2,"749.99","0.20","1199.98","2018-01-14","Winter","NY","Nanuet"
172,"Trek Domane ALR Disc Frameset - 2018",1345,2,"3199.99","0.05","6079.98","2018-01-14","Winter","NY","Nanuet"
150,"Trek Emonda SL 7 - 2018",1346,1,"4499.99","0.05","4274.99","2018-01-14","Winter","TX","Forney"
18,"Pure Cycles Western 3-Speed - Women's - 2015/2016",1346,2,"449.00","0.05","853.10","2018-01-14","Winter","TX","Forney"
249,"Electra White Water 3i - 2018",1346,1,"749.99","0.10","674.99","2018-01-14","Winter","TX","Forney"
263,"Strider Classic 12 Balance Bike - 2018",1346,2,"89.99","0.20","143.98","2018-01-14","Winter","TX","Forney"
134,"Trek Remedy 27.5 C Frameset - 2018",1346,2,"1499.99","0.05","2849.98","2018-01-14","Winter","TX","Forney"
40,"Trek Fuel EX 9.8 29 - 2017",1345,2,"4999.99","0.20","7999.98","2018-01-14","Winter","NY","Nanuet"
164,"Surly Straggler 650b - 2018",1345,2,"1549.00","0.20","2478.40","2018-01-14","Winter","NY","Nanuet"
184,"Trek Domane SL 6 Disc - 2018",1349,1,"3499.99","0.20","2799.99","2018-01-15","Winter","NY","Garden City"
13,"Electra Cruiser 1 (24-Inch) - 2016",1350,2,"269.99","0.20","431.98","2018-01-15","Winter","NY","Ossining"
159,"Trek Emonda ALR 6 - 2018",1350,1,"2299.99","0.05","2184.99","2018-01-15","Winter","NY","Ossining"
147,"Trek Domane ALR 5 Gravel - 2018",1348,1,"1799.99","0.07","1673.99","2018-01-15","Winter","CA","Santa Clara"
253,"Electra Townie Go! 8i Ladies' - 2018",1350,1,"2599.99","0.07","2417.99","2018-01-15","Winter","NY","Ossining"
250,"Electra Townie Go! 8i - 2017/2018",1350,1,"2599.99","0.07","2417.99","2018-01-15","Winter","NY","Ossining"
305,"Electra Townie Balloon 3i EQ - 2017/2018",1350,1,"749.99","0.10","674.99","2018-01-15","Winter","NY","Ossining"
43,"Trek Fuel EX 9.8 27.5 Plus - 2017",1347,2,"5299.99","0.07","9857.98","2018-01-15","Winter","CA","Palos Verdes Peninsula"
53,"Surly Ogre Frameset - 2017",1347,1,"749.99","0.05","712.49","2018-01-15","Winter","CA","Palos Verdes Peninsula"
168,"Surly Straggler - 2018",1349,2,"1549.00","0.20","2478.40","2018-01-15","Winter","NY","Garden City"
205,"Trek Super Commuter+ 8S - 2018",1349,2,"4999.99","0.07","9299.98","2018-01-15","Winter","NY","Garden City"
138,"Trek Fuel EX 5 Plus - 2018",1349,2,"2249.99","0.05","4274.98","2018-01-15","Winter","NY","Garden City"
203,"Trek Powerfly 7 FS - 2018",1348,1,"4999.99","0.05","4749.99","2018-01-15","Winter","CA","Santa Clara"
148,"Trek Domane SL 8 Disc - 2018",1348,1,"5499.99","0.05","5224.99","2018-01-15","Winter","CA","Santa Clara"
58,"Trek Madone 9.2 - 2017",1348,2,"4999.99","0.10","8999.98","2018-01-15","Winter","CA","Santa Clara"
297,"Electra Under-The-Sea 1 16"" - 2018",1351,2,"279.99","0.20","447.98","2018-01-16","Winter","NY","New York"
86,"Trek Girl's Kickster - 2017",1352,2,"149.99","0.20","239.98","2018-01-16","Winter","NY","Scarsdale"
136,"Trek Procaliber 6 - 2018",1352,1,"1799.99","0.20","1439.99","2018-01-16","Winter","NY","Scarsdale"
52,"Surly Steamroller - 2017",1352,2,"875.99","0.10","1576.78","2018-01-16","Winter","NY","Scarsdale"
282,"Electra Cyclosaurus 1 (16-inch) - Boy's - 2018",1352,2,"279.99","0.10","503.98","2018-01-16","Winter","NY","Scarsdale"
100,"Electra Townie 3i EQ (20-inch) - Boys' - 2017",1352,1,"489.99","0.05","465.49","2018-01-16","Winter","NY","Scarsdale"
133,"Trek Procaliber Frameset - 2018",1351,1,"1499.99","0.10","1349.99","2018-01-16","Winter","NY","New York"
107,"Sun Bicycles Cruz 7 - 2017",1353,2,"416.99","0.05","792.28","2018-01-17","Winter","NY","Whitestone"
233,"Electra Cruiser Lux Fat Tire 7D - 2018",1353,1,"639.99","0.07","595.19","2018-01-17","Winter","NY","Whitestone"
300,"Electra Townie Balloon 3i EQ Ladies' - 2018",1353,1,"799.99","0.20","639.99","2018-01-17","Winter","NY","Whitestone"
86,"Trek Girl's Kickster - 2017",1353,2,"149.99","0.05","284.98","2018-01-17","Winter","NY","Whitestone"
149,"Trek Domane SLR 8 Disc - 2018",1355,1,"7499.99","0.20","5999.99","2018-01-19","Winter","NY","Bethpage"
166,"Trek Domane AL 2 Women's - 2018",1354,2,"749.99","0.07","1394.98","2018-01-19","Winter","CA","Santa Cruz"
253,"Electra Townie Go! 8i Ladies' - 2018",1355,1,"2599.99","0.07","2417.99","2018-01-19","Winter","NY","Bethpage"
276,"Trek Precaliber 24 (7-Speed) - Boys - 2018",1356,2,"319.99","0.10","575.98","2018-01-19","Winter","NY","Valley Stream"
199,"Electra Townie Commute Go! Ladies' - 2018",1356,2,"2999.99","0.10","5399.98","2018-01-19","Winter","NY","Valley Stream"
192,"Electra Townie Go! 8i - 2017/2018",1356,1,"2599.99","0.05","2469.99","2018-01-19","Winter","NY","Valley Stream"
313,"Electra Townie Original 1 Ladies' - 2018",1355,2,"449.99","0.10","809.98","2018-01-19","Winter","NY","Bethpage"
297,"Electra Under-The-Sea 1 16"" - 2018",1355,1,"279.99","0.10","251.99","2018-01-19","Winter","NY","Bethpage"
130,"Trek Stache Carbon Frameset - 2018",1357,1,"919.99","0.20","735.99","2018-01-20","Winter","NY","Ballston Spa"
60,"Sun Bicycles ElectroLite - 2017",1357,1,"1559.99","0.20","1247.99","2018-01-20","Winter","NY","Ballston Spa"
145,"Trek Domane ALR 5 Disc - 2018",1357,2,"1799.99","0.20","2879.98","2018-01-20","Winter","NY","Ballston Spa"
282,"Electra Cyclosaurus 1 (16-inch) - Boy's - 2018",1359,1,"279.99","0.05","265.99","2018-01-21","Winter","TX","Forney"
82,"Electra Amsterdam Original 3i Ladies' - 2017",1359,1,"659.99","0.05","626.99","2018-01-21","Winter","TX","Forney"
257,"Electra Amsterdam Fashion 3i Ladies' - 2017/2018",1358,2,"899.99","0.20","1439.98","2018-01-21","Winter","CA","Atwater"
307,"Electra Townie Balloon 8D EQ - 2016/2017/2018",1361,2,"749.99","0.07","1394.98","2018-01-22","Winter","NY","Franklin Square"
153,"Trek Domane SL 7 Women's - 2018",1361,1,"4999.99","0.05","4749.99","2018-01-22","Winter","NY","Franklin Square"
31,"Surly Wednesday - 2017",1360,1,"1632.99","0.05","1551.34","2018-01-22","Winter","NY","Bronx"
163,"Surly Pack Rat - 2018",1361,2,"1349.00","0.20","2158.40","2018-01-22","Winter","NY","Franklin Square"
4,"Trek Fuel EX 8 29 - 2016",1362,2,"2899.99","0.20","4639.98","2018-01-23","Winter","NY","Middle Village"
204,"Trek Super Commuter+ 7 - 2018",1362,2,"3599.99","0.07","6695.98","2018-01-23","Winter","NY","Middle Village"
27,"Surly Big Dummy Frameset - 2017",1362,2,"999.99","0.20","1599.98","2018-01-23","Winter","NY","Middle Village"
66,"Sun Bicycles Revolutions 24 - 2017",1363,2,"250.99","0.10","451.78","2018-01-24","Winter","NY","South Ozone Park"
144,"Trek Domane ALR 4 Disc - 2018",1365,1,"1549.99","0.07","1441.49","2018-01-25","Winter","NY","Utica"
236,"Electra Morningstar 3i Ladies' - 2018",1365,1,"749.99","0.05","712.49","2018-01-25","Winter","NY","Utica"
58,"Trek Madone 9.2 - 2017",1365,1,"4999.99","0.07","4649.99","2018-01-25","Winter","NY","Utica"
110,"Sun Bicycles Drifter 7 - 2017",1364,1,"470.99","0.07","438.02","2018-01-25","Winter","NY","Howard Beach"
152,"Trek Domane SL 5 Disc Women's - 2018",1364,1,"2499.99","0.10","2249.99","2018-01-25","Winter","NY","Howard Beach"
155,"Trek Domane SLR 9 Disc - 2018",1364,2,"11999.99","0.10","21599.98","2018-01-25","Winter","NY","Howard Beach"
78,"Sun Bicycles Biscayne Tandem CB - 2017",1364,1,"647.99","0.07","602.63","2018-01-25","Winter","NY","Howard Beach"
128,"Surly ECR 27.5 - 2018",1366,2,"1899.00","0.20","3038.40","2018-01-26","Winter","NY","Staten Island"
115,"Trek Fuel EX 8 29 - 2018",1366,1,"3199.99","0.10","2879.99","2018-01-26","Winter","NY","Staten Island"
200,"Trek Powerfly 5 - 2018",1366,1,"3499.99","0.07","3254.99","2018-01-26","Winter","NY","Staten Island"
132,"Trek Procal AL Frameset - 2018",1367,1,"1499.99","0.10","1349.99","2018-01-27","Winter","CA","Canyon Country"
131,"Heller Bloodhound Trail - 2018",1367,2,"2599.00","0.20","4158.40","2018-01-27","Winter","CA","Canyon Country"
124,"Surly Krampus - 2018",1367,1,"1499.00","0.07","1394.07","2018-01-27","Winter","CA","Canyon Country"
24,"Electra Townie Original 21D - 2016",1367,2,"549.99","0.05","1044.98","2018-01-27","Winter","CA","Canyon Country"
66,"Sun Bicycles Revolutions 24 - 2017",1368,1,"250.99","0.10","225.89","2018-01-27","Winter","NY","Ossining"
113,"Trek Marlin 5 - 2018",1368,2,"489.99","0.07","911.38","2018-01-27","Winter","NY","Ossining"
186,"Trek CrossRip+ - 2018",1368,1,"4499.99","0.20","3599.99","2018-01-27","Winter","NY","Ossining"
208,"Trek Crockett 5 Disc - 2018",1370,2,"1799.99","0.20","2879.98","2018-01-28","Winter","NY","Monroe"
213,"Electra Cruiser 1 - 2016/2017/2018",1369,2,"269.99","0.05","512.98","2018-01-28","Winter","NY","Farmingdale"
7,"Trek Slash 8 27.5 - 2016",1370,1,"3999.99","0.07","3719.99","2018-01-28","Winter","NY","Monroe"
89,"Trek Precaliber 16 Boys - 2017",1370,2,"209.99","0.10","377.98","2018-01-28","Winter","NY","Monroe"
134,"Trek Remedy 27.5 C Frameset - 2018",1370,1,"1499.99","0.10","1349.99","2018-01-28","Winter","NY","Monroe"
307,"Electra Townie Balloon 8D EQ - 2016/2017/2018",1372,1,"749.99","0.07","697.49","2018-01-29","Winter","NY","Corona"
63,"Trek Boone Race Shop Limited - 2017",1373,1,"3499.99","0.10","3149.99","2018-01-29","Winter","TX","Garland"
8,"Trek Remedy 29 Carbon Frameset - 2016",1371,2,"1799.99","0.20","2879.98","2018-01-29","Winter","NY","West Hempstead"
223,"Electra Cruiser Lux 3i - 2018",1371,2,"529.99","0.07","985.78","2018-01-29","Winter","NY","West Hempstead"
283,"Electra Heartchya 1 (20-inch) - Girl's - 2018",1372,2,"319.99","0.20","511.98","2018-01-29","Winter","NY","Corona"
182,"Trek Domane SL 5 Disc - 2018",1375,1,"2499.99","0.20","1999.99","2018-01-30","Winter","TX","Longview"
147,"Trek Domane ALR 5 Gravel - 2018",1375,2,"1799.99","0.05","3419.98","2018-01-30","Winter","TX","Longview"
181,"Trek Domane SL 5 - 2018",1374,2,"2199.99","0.05","4179.98","2018-01-30","Winter","CA","San Carlos"
130,"Trek Stache Carbon Frameset - 2018",1374,2,"919.99","0.07","1711.18","2018-01-30","Winter","CA","San Carlos"
153,"Trek Domane SL 7 Women's - 2018",1377,2,"4999.99","0.05","9499.98","2018-02-01","Winter","NY","Howard Beach"
130,"Trek Stache Carbon Frameset - 2018",1377,1,"919.99","0.05","873.99","2018-02-01","Winter","NY","Howard Beach"
48,"Trek Emonda S 4 - 2017",1377,1,"1499.99","0.07","1394.99","2018-02-01","Winter","NY","Howard Beach"
188,"Trek XM700+ Lowstep - 2018",1377,2,"3499.99","0.07","6509.98","2018-02-01","Winter","NY","Howard Beach"
5,"Heller Shagamaw Frame - 2016",1376,1,"1320.99","0.07","1228.52","2018-02-01","Winter","CA","San Carlos"
96,"Electra Moto 3i (20-inch) - Boy's - 2017",1378,2,"349.99","0.07","650.98","2018-02-02","Winter","CA","Fullerton"
118,"Trek X-Caliber 8 - 2018",1379,1,"999.99","0.10","899.99","2018-02-02","Winter","NY","Ronkonkoma"
15,"Electra Moto 1 - 2016",1379,1,"529.99","0.10","476.99","2018-02-02","Winter","NY","Ronkonkoma"
263,"Strider Classic 12 Balance Bike - 2018",1379,2,"89.99","0.10","161.98","2018-02-02","Winter","NY","Ronkonkoma"
129,"Trek X-Caliber 7 - 2018",1378,2,"919.99","0.20","1471.98","2018-02-02","Winter","CA","Fullerton"
110,"Sun Bicycles Drifter 7 - 2017",1378,1,"470.99","0.07","438.02","2018-02-02","Winter","CA","Fullerton"
2,"Ritchey Timberwolf Frameset - 2016",1378,2,"749.99","0.20","1199.98","2018-02-02","Winter","CA","Fullerton"
