"year","postseason","team","conf","seed","wab","barthag","adjoe","adjde","efg_o","3p_o","tor","orb","drb"
2016,"R64","Texas","B12",6,"3.2","0.8627","112.2","95.6","49.4","34.1","15.4","30.7","32.0"
2016,"E8","Notre Dame","ACC",6,"2.3","0.8269","118.3","103.3","54.0","37.4","15.3","32.7","32.1"
2016,"S16","Wisconsin","B10",7,"0.4","0.8509","108.8","93.5","48.5","34.9","17.1","33.1","27.7"
2016,"R32","Iowa","B10",7,"2.0","0.8853","114.4","95.8","51.3","37.4","14.8","31.9","31.3"
2016,"R64","Dayton","A10",7,"2.4","0.8184","105.5","92.6","51.6","34.4","18.6","28.7","24.2"
2016,"R64","Oregon St.","P12",7,"0.3","0.7880","109.9","98.1","49.8","37.4","16.6","29.0","32.2"
2016,"R64","Texas Tech","B12",8,"1.3","0.8227","113.1","98.9","50.0","34.6","17.8","31.3","32.3"
2016,"R32","Saint Joseph's","A10",8,"3.4","0.8600","114.2","97.6","51.2","32.7","14.3","28.3","25.8"
2016,"R64","Colorado","P12",8,"0.7","0.8072","107.8","95.2","48.4","38.6","18.8","34.8","24.8"
2016,"R64","USC","P12",8,"0.2","0.8352","113.7","98.7","52.2","38.7","16.6","32.1","31.6"
2016,"R32","Providence","BE",9,"3.4","0.8193","108.7","95.4","48.0","32.1","16.1","30.4","30.3"
2016,"R32","Butler","BE",9,"2.0","0.8899","118.2","98.6","52.6","39.3","14.5","32.2","27.5"
2016,"R32","Connecticut","Amer",9,"1.2","0.8732","110.5","93.4","51.5","36.5","16.3","28.6","29.1"
2016,"R64","Cincinnati","Amer",9,"0.3","0.8660","110.0","93.5","49.3","34.8","16.3","36.7","30.6"
2016,"R64","Pittsburgh","ACC",10,"1.8","0.8659","113.9","96.9","51.1","35.0","17.5","36.9","27.5"
2016,"R32","VCU","A10",10,"-0.1","0.8811","112.1","94.2","51.0","35.2","16.3","33.2","27.7"
2016,"R64","Temple","Amer",10,"-0.1","0.7318","106.3","97.4","47.0","33.7","13.8","29.1","29.7"
2016,"F4","Syracuse","ACC",10,"-0.3","0.8857","111.9","93.6","50.0","36.0","18.1","33.5","35.3"
2016,"R64","Michigan","B10",11,"0.8","0.8200","113.4","99.4","54.5","38.0","14.5","24.8","26.4"
2016,"S16","Gonzaga","WCC",11,"2.1","0.9238","117.4","94.5","55.2","37.8","17.1","32.1","26.0"
2016,"R68","Vanderbilt","SEC",11,"-0.3","0.9148","114.5","93.2","52.9","38.2","16.8","27.2","29.3"
2016,"R32","Northern Iowa","MVC",11,"-2.1","0.8109","109.7","96.7","53.2","37.2","15.2","17.7","27.4"
2016,"R68","Tulsa","Amer",11,"-1.2","0.7486","109.5","99.6","50.3","32.6","15.6","28.0","30.5"
2016,"R32","Wichita St.","MVC",11,"0.2","0.9321","110.3","87.8","48.9","32.3","14.7","31.7","23.6"
2016,"R32","Arkansas Little Rock","SB",12,"2.1","0.7732","107.6","96.7","51.9","38.2","15.6","26.7","29.5"
2016,"R64","South Dakota St.","Sum",12,"-1.2","0.7370","110.5","101.1","51.3","36.1","17.1","32.4","25.5"
2016,"R32","Yale","Ivy",12,"-0.1","0.8209","109.1","95.6","52.2","36.0","19.9","39.3","24.3"
2016,"R64","Chattanooga","SC",12,"0.4","0.6286","105.6","100.8","51.7","35.6","18.0","32.3","29.0"
2016,"R64","Stony Brook","AE",13,"-1.1","0.6480","104.6","99.2","52.2","37.2","17.3","34.8","26.0"
2016,"R64","Iona","MAAC",13,"-3.6","0.6822","109.1","102.1","53.8","37.0","17.6","29.2","31.0"
2016,"R32","Hawaii","BW",13,"0.8","0.7945","106.9","95.0","51.9","32.2","18.1","30.4","26.4"
2016,"R64","UNC Wilmington","CAA",13,"-0.7","0.7186","109.5","100.9","51.2","34.4","15.9","32.1","30.1"
2016,"R64","Buffalo","MAC",14,"-5.8","0.5746","105.1","102.4","49.6","33.7","18.8","31.8","28.7"
2016,"R32","Stephen F. Austin","Slnd",14,"-1.2","0.8235","110.3","96.5","54.8","36.9","17.7","33.5","30.7"
2016,"R64","Green Bay","Horz",14,"-4.5","0.5729","106.9","104.2","49.8","35.0","15.8","30.9","32.0"
2016,"R64","Fresno St.","MWC",14,"-0.9","0.6646","106.3","100.1","48.4","34.4","15.1","30.0","29.7"
2016,"R64","Cal St. Bakersfield","WAC",15,"-3.5","0.7106","103.4","95.7","49.3","34.3","18.2","34.1","29.7"
2016,"R64","UNC Asheville","BSth",15,"-6.3","0.5487","101.2","99.4","49.6","32.1","18.6","31.6","29.3"
2016,"R64","Weber St.","BSky",15,"-3.7","0.5599","101.7","99.5","54.5","35.5","19.6","25.9","25.6"
2016,"R32","Middle Tennessee","CUSA",15,"-3.2","0.6224","103.9","99.5","51.7","39.2","17.1","28.7","25.7"
2016,"R68","Southern","SWAC",16,"-8.1","0.3065","98.9","106.2","48.5","33.8","16.3","28.1","31.2"
2016,"R64","Austin Peay","OVC",16,"-11.3","0.3501","103.4","109.1","51.3","34.7","20.2","31.9","30.0"
2016,"R64","Florida Gulf Coast","ASun",16,"-8.4","0.5136","102.9","102.4","51.5","34.2","17.2","31.7","27.5"
2016,"R64","Hampton","MEAC",16,"-6.3","0.2615","98.2","107.5","46.7","30.5","18.7","34.5","27.2"
2016,"R64","Holy Cross","Pat",16,"-14.5","0.2398","96.7","106.9","47.9","32.6","16.8","23.1","29.6"
2016,"R68","Fairleigh Dickinson","NEC",16,"-9.9","0.2090","103.0","115.6","51.2","36.4","17.7","28.4","35.8"
2017,"R32","Villanova","BE",1,"11.1","0.9611","122.2","92.5","57.5","36.9","17.1","30.2","27.8"
2017,"Champions","North Carolina","ACC",1,"8.4","0.9615","121.0","91.5","51.7","35.5","16.2","41.3","25.0"
2017,"E8","Kansas","B12",1,"11.0","0.9472","121.5","94.5","56.1","40.4","17.6","34.1","29.7"
2017,"2ND","Gonzaga","WCC",1,"7.7","0.9728","117.8","86.3","56.6","38.2","16.2","30.0","26.2"
2017,"E8","Kentucky","SEC",2,"9.0","0.9517","118.3","91.3","52.9","35.3","15.7","33.5","27.7"
2017,"R32","Louisville","ACC",2,"6.9","0.9469","117.6","91.5","51.4","35.5","16.0","36.7","28.5"
2017,"R32","Duke","ACC",2,"8.6","0.9436","122.1","95.6","54.8","37.9","16.3","31.7","29.8"
2017,"S16","Arizona","P12",2,"7.9","0.9157","117.6","95.6","53.7","39.0","16.6","33.2","26.0"
2017,"R32","Florida St.","ACC",3,"5.9","0.9014","115.4","95.2","53.7","34.7","16.4","33.8","29.8"
2017,"F4","Oregon","P12",3,"6.0","0.9321","117.8","93.8","55.5","38.0","17.1","32.4","29.5"
2017,"S16","UCLA","P12",3,"6.6","0.9175","122.8","99.6","59.8","40.6","15.1","29.1","28.6"
2017,"S16","Baylor","B12",3,"7.9","0.9226","116.4","93.9","52.5","35.3","20.6","39.8","29.4"
2017,"S16","Butler","BE",4,"5.5","0.9038","117.7","96.9","54.6","36.6","15.0","27.2","27.0"
2017,"E8","Florida","SEC",4,"6.4","0.9576","116.6","88.9","51.6","35.9","16.9","32.1","29.5"
2017,"S16","West Virginia","B12",4,"6.4","0.9498","115.4","89.3","51.3","36.2","17.0","37.9","31.9"
2017,"S16","Purdue","B10",4,"5.6","0.9297","116.6","93.1","55.7","40.3","18.3","30.8","24.4"
2017,"R32","Notre Dame","ACC",5,"5.9","0.9205","119.3","96.4","53.6","38.4","14.0","27.3","30.8"
2017,"R64","Minnesota","B10",5,"3.7","0.8665","109.3","92.9","48.7","34.3","16.1","29.7","30.2"
2017,"R32","Virginia","ACC",5,"5.0","0.9477","111.8","86.9","52.4","38.5","15.6","28.3","24.5"
2017,"R32","Iowa St.","B12",5,"6.5","0.9265","120.0","96.2","55.0","40.0","14.1","25.7","31.6"
2017,"R64","Maryland","B10",6,"3.7","0.8448","113.4","97.9","52.4","36.3","19.0","30.4","32.3"
2017,"R64","Creighton","BE",6,"4.3","0.8931","114.5","95.2","57.6","39.8","17.1","24.2","29.6"
2017,"R32","Cincinnati","Amer",6,"5.6","0.9292","115.2","92.1","52.0","34.5","15.3","35.5","29.4"
2017,"R64","SMU","Amer",6,"6.4","0.9426","120.0","94.1","54.6","40.6","16.9","37.2","26.4"
2017,"S16","Michigan","B10",7,"3.8","0.9366","123.3","97.6","57.0","38.5","14.2","24.7","30.0"
2017,"F4","South Carolina","SEC",7,"1.7","0.9083","108.7","89.0","47.3","33.4","18.4","34.0","31.6"
2017,"R64","Dayton","A10",7,"1.5","0.8333","111.6","97.0","53.6","38.4","16.9","25.6","27.4"
2017,"R32","Saint Mary's","WCC",7,"3.9","0.9334","118.0","93.8","57.8","39.4","17.5","33.1","21.9"
2017,"R64","Miami FL","ACC",8,"2.9","0.8804","110.8","93.1","51.0","35.6","19.5","33.4","28.2"
2017,"R32","Northwestern","B10",8,"2.0","0.8564","111.2","95.2","49.7","34.2","16.0","30.8","30.6"
2017,"S16","Wisconsin","B10",8,"5.1","0.9255","114.5","92.0","52.1","35.9","17.0","35.9","25.9"
2017,"R32","Arkansas","SEC",8,"3.9","0.8339","114.9","99.8","51.4","36.5","16.6","31.9","34.2"
2017,"R32","Michigan St.","B10",9,"0.4","0.8661","111.6","94.9","54.0","37.3","20.5","29.2","27.3"
2017,"R64","Virginia Tech","ACC",9,"3.3","0.8401","118.4","102.5","56.9","40.3","17.2","23.4","30.5"
2017,"R64","Seton Hall","BE",9,"2.7","0.8178","108.9","95.6","49.9","33.8","19.5","35.7","25.4"
2017,"R64","Vanderbilt","SEC",9,"0.1","0.8898","112.5","93.8","52.1","37.6","18.2","24.8","27.0"
2017,"R64","VCU","A10",10,"1.3","0.7988","108.1","95.9","51.0","33.1","17.8","31.3","27.5"
2017,"R64","Marquette","BE",10,"0.6","0.8881","121.8","101.8","57.5","42.9","17.3","27.1","29.2"
2017,"R64","Oklahoma St.","B12",10,"3.3","0.9221","126.8","102.3","54.0","40.3","18.2","38.3","31.9"
2017,"R32","Wichita St.","MVC",10,"4.1","0.9403","117.2","92.2","54.2","40.2","16.2","34.2","24.2"
2017,"R68","Wake Forest","ACC",11,"1.3","0.8831","122.4","102.6","54.1","38.5","16.4","30.7","27.7"
2017,"R68","Providence","BE",11,"0.6","0.8278","108.3","94.5","51.4","37.1","18.4","26.4","28.6"
2017,"R32","Rhode Island","A10",11,"0.4","0.8717","111.1","94.1","50.8","33.3","16.4","32.8","29.7"
2017,"E8","Xavier","BE",11,"1.6","0.8713","115.6","97.9","51.9","34.5","18.4","34.5","25.5"
2017,"R32","USC","P12",11,"1.3","0.7966","113.3","100.6","52.2","36.2","15.7","31.0","31.4"
2017,"R64","Kansas St.","B12",11,"1.7","0.8818","112.2","94.2","52.7","36.2","19.1","29.5","32.3"
2017,"R64","UNC Wilmington","CAA",12,"1.5","0.7881","117.7","105.0","55.0","36.1","13.9","32.5","28.5"
2017,"R64","Nevada","MWC",12,"1.7","0.8021","113.7","100.7","52.5","38.2","15.5","30.4","26.3"
2017,"R64","Princeton","Ivy",12,"-0.4","0.7989","107.6","95.4","53.2","37.6","15.2","24.1","24.7"
2017,"R32","Middle Tennessee","CUSA",12,"2.0","0.8339","111.2","96.6","54.1","36.9","15.6","30.1","23.8"
2017,"R64","Winthrop","BSth",13,"-1.8","0.6106","105.3","101.3","53.5","37.9","17.8","26.3","28.4"
2017,"R64","East Tennessee St.","SC",13,"-0.7","0.7595","107.3","97.1","55.8","38.2","20.8","30.1","27.4"
2017,"R64","Vermont","AE",13,"0.7","0.7864","110.0","98.2","55.3","36.7","17.0","29.8","27.1"
2017,"R64","Bucknell","Pat",13,"-2.1","0.7352","108.3","99.1","55.3","37.9","18.9","26.8","27.9"
2017,"R64","New Mexico St.","WAC",14,"-0.2","0.6783","109.4","102.5","52.7","33.5","19.5","35.6","28.5"
2017,"R64","Florida Gulf Coast","ASun",14,"-1.7","0.6169","107.8","103.4","53.9","33.7","17.9","33.8","29.6"
2017,"R64","Iona","MAAC",14,"-5.8","0.5879","109.3","106.0","53.4","39.7","16.5","27.0","32.1"
2017,"R64","Kent St.","MAC",14,"-7.2","0.5322","104.1","102.9","48.2","31.7","17.9","38.1","29.8"
2017,"R64","Northern Kentucky","Horz",15,"-4.9","0.5370","105.5","104.1","52.4","35.7","18.8","31.2","26.4"
2017,"R64","North Dakota","BSky",15,"-5.3","0.5112","103.1","102.7","53.4","38.7","18.3","26.0","27.8"
2017,"R64","Troy","SB",15,"-8.1","0.5596","108.8","106.6","51.6","35.1","17.8","30.8","29.8"
2017,"R64","Jacksonville St.","OVC",15,"-8.0","0.5054","104.4","104.2","52.6","37.2","20.7","31.2","28.5"
2017,"R68","North Carolina Central","MEAC",16,"-5.1","0.5043","101.4","101.3","51.3","32.7","17.8","31.6","31.2"
2017,"R64","South Dakota St.","Sum",16,"-9.8","0.4612","108.2","109.7","53.2","35.8","18.4","27.1","28.9"
2017,"R64","UC Davis","BW",16,"-7.5","0.4033","97.4","100.8","48.4","34.5","20.3","29.1","28.3"
2017,"R64","Mount St. Mary's","NEC",16,"-7.9","0.4155","98.9","101.8","51.0","35.8","19.2","23.1","34.8"
2017,"R68","New Orleans","Slnd",16,"-6.3","0.4538","99.6","101.2","50.2","30.7","23.7","36.1","32.6"
2017,"R64","Texas Southern","SWAC",16,"-4.4","0.3437","100.6","106.5","48.1","29.6","16.6","31.7","34.9"
2018,"R32","Xavier","BE",1,"8.8","0.9211","120.9","97.7","55.9","37.2","17.2","30.2","23.1"
2018,"F4","Kansas","B12",1,"8.2","0.9385","122.1","96.4","57.5","40.1","16.6","29.4","31.2"
2018,"Champions","Villanova","BE",1,"10.6","0.9725","128.4","94.1","59.5","40.1","15.0","29.6","27.1"
2018,"R64","Virginia","ACC",1,"11.3","0.9612","114.6","86.7","52.7","38.3","14.0","27.0","25.6"
2018,"R32","North Carolina","ACC",2,"7.1","0.9242","120.7","97.1","52.0","35.9","16.7","37.4","25.5"
2018,"E8","Duke","ACC",2,"6.6","0.9592","122.3","92.9","55.9","37.2","17.5","38.8","30.0"
2018,"S16","Purdue","B10",2,"7.6","0.9484","123.2","95.7","57.7","42.0","15.8","28.0","28.0"
2018,"R32","Cincinnati","Amer",2,"5.9","0.9417","111.6","87.7","51.2","35.3","17.0","38.5","28.2"
2018,"E8","Texas Tech","B12",3,"4.7","0.9170","112.7","91.5","52.0","35.9","17.8","32.9","28.7"
2018,"R32","Tennessee","SEC",3,"6.4","0.9225","114.2","92.0","50.8","38.0","17.9","33.4","31.1"
2018,"2ND","Michigan","B10",3,"6.9","0.9375","114.4","90.4","53.9","35.2","14.0","25.5","24.9"
2018,"R32","Michigan St.","B10",3,"8.0","0.9347","118.9","94.3","56.9","40.1","19.2","37.0","26.6"
2018,"R32","Auburn","SEC",4,"4.3","0.8672","114.0","96.9","50.8","35.7","16.4","32.1","28.0"
2018,"R64","Wichita St.","Amer",4,"3.4","0.8671","120.9","102.7","55.1","38.1","16.5","35.4","22.6"
2018,"S16","Gonzaga","WCC",4,"4.9","0.9192","117.2","94.9","57.0","36.8","16.1","33.0","23.1"
2018,"R64","Arizona","P12",4,"3.8","0.8528","117.0","100.4","56.3","36.9","17.5","33.2","25.1"
2018,"R32","Ohio St.","B10",5,"4.5","0.9154","116.0","94.3","54.1","35.3","17.1","30.2","25.2"
2018,"S16","West Virginia","B12",5,"4.6","0.9353","120.9","95.8","50.4","35.3","16.5","37.0","30.1"
2018,"S16","Kentucky","SEC",5,"4.3","0.9000","115.8","95.6","51.8","35.7","18.6","35.7","31.0"
2018,"S16","Clemson","ACC",5,"3.9","0.8984","112.5","93.1","52.9","36.6","17.4","27.2","26.3"
2018,"R64","Miami FL","ACC",6,"2.7","0.8623","113.3","96.6","53.1","36.4","16.8","29.1","28.2"
2018,"R32","Florida","SEC",6,"1.4","0.9132","115.2","93.9","50.8","37.0","14.3","28.7","30.5"
2018,"R64","TCU","B12",6,"2.2","0.8804","119.5","100.5","56.5","39.4","17.8","34.2","26.1"
2018,"R32","Houston","Amer",6,"2.4","0.9097","114.8","93.9","53.3","38.7","17.5","33.8","25.8"
2018,"R64","Arkansas","SEC",7,"2.8","0.8483","116.7","100.4","53.8","39.5","15.1","28.8","31.7"
2018,"S16","Nevada","MWC",7,"2.5","0.8462","118.9","102.5","54.8","39.2","13.5","26.7","29.3"
2018,"R32","Rhode Island","A10",7,"1.6","0.7988","109.7","97.3","51.1","35.2","15.3","31.0","28.2"
2018,"S16","Texas A&M","SEC",7,"1.9","0.8640","111.2","94.7","51.4","32.9","19.2","33.9","27.3"
2018,"R64","Missouri","SEC",8,"0.4","0.8420","111.0","96.0","54.1","39.0","20.8","30.3","27.9"
2018,"R64","Creighton","BE",8,"2.0","0.8836","116.2","97.4","57.4","37.2","15.6","22.5","24.6"
2018,"R32","Seton Hall","BE",8,"2.5","0.8902","117.8","98.2","52.9","36.5","17.8","34.3","28.4"
2018,"R64","Virginia Tech","ACC",8,"1.3","0.8579","115.2","98.6","57.7","38.8","17.0","23.9","29.4"
2018,"R64","North Carolina St.","ACC",9,"0.9","0.8210","115.6","101.3","53.4","37.2","16.8","33.4","32.0"
2018,"R32","Alabama","SEC",9,"-1.1","0.8074","107.9","95.3","51.9","32.6","20.3","29.4","30.9"
2018,"E8","Kansas St.","B12",9,"2.5","0.8584","109.6","93.7","52.6","34.1","17.2","25.9","31.9"
2018,"E8","Florida St.","ACC",9,"0.9","0.8631","113.2","96.4","53.2","35.0","17.8","32.3","29.8"
2018,"R64","Providence","BE",10,"1.9","0.8027","108.4","95.9","49.6","33.2","17.4","28.9","29.0"
2018,"R32","Butler","BE",10,"1.7","0.9068","116.1","95.3","54.0","35.7","15.7","27.6","24.6"
2018,"R64","Texas","B12",10,"1.4","0.8547","109.3","93.7","50.0","32.0","17.0","29.4","29.1"
2018,"R64","Oklahoma","B12",10,"1.1","0.8350","114.6","99.5","53.5","35.9","17.3","28.4","30.0"
2018,"R68","UCLA","P12",11,"0.0","0.8029","113.7","100.6","53.7","38.1","16.6","28.5","26.9"
2018,"S16","Syracuse","ACC",11,"-0.4","0.8344","106.0","92.1","46.9","31.7","19.1","34.7","30.4"
2018,"R64","San Diego St.","MWC",11,"-1.5","0.8486","110.2","94.9","51.7","34.1","17.0","31.6","25.0"
2018,"F4","Loyola Chicago","MVC",11,"2.0","0.8444","110.5","95.4","57.7","39.8","19.1","22.1","25.9"
2018,"R64","St. Bonaventure","A10",11,"1.4","0.7485","109.6","99.7","51.6","38.6","16.3","29.3","29.1"
2018,"R68","Arizona St.","P12",11,"-1.2","0.8089","115.7","102.1","53.8","36.4","14.7","28.0","30.6"
2018,"R64","New Mexico St.","WAC",12,"1.3","0.7927","106.8","95.0","51.6","34.0","17.4","33.8","22.5"
2018,"R64","Murray St.","OVC",12,"-0.4","0.7449","110.6","100.8","55.0","37.2","17.6","32.9","27.6"
2018,"R64","Davidson","A10",12,"-2.9","0.8230","117.0","102.3","57.4","38.9","14.5","22.6","23.4"
2018,"R64","South Dakota St.","Sum",12,"0.6","0.7989","113.2","100.4","54.3","39.3","14.0","24.6","23.3"
2018,"R64","College of Charleston","CAA",13,"-2.1","0.5685","106.8","104.3","52.7","35.9","15.1","25.5","27.9"
2018,"R32","Buffalo","MAC",13,"-1.3","0.7761","114.5","102.7","54.8","37.1","16.5","31.9","29.1"
2018,"R32","Marshall","CUSA",13,"-2.5","0.6633","108.8","102.5","54.7","35.9","17.2","22.4","32.3"
2018,"R64","UNC Greensboro","SC",13,"-1.6","0.7207","103.4","95.2","51.7","35.0","19.8","33.7","23.9"
2018,"R64","Wright St.","Horz",14,"-3.5","0.5638","99.4","97.2","48.6","33.5","18.6","28.7","25.3"
2018,"R64","Montana","BSky",14,"-1.1","0.7184","106.7","98.4","51.2","33.7","17.4","33.5","26.1"
2018,"R64","Stephen F. Austin","Slnd",14,"-1.8","0.6832","103.8","97.1","53.1","37.4","20.7","32.0","28.5"
2018,"R64","Bucknell","Pat",14,"-3.0","0.6760","108.0","101.3","53.9","34.8","17.0","27.0","27.5"
2018,"R64","Cal St. Fullerton","BW",15,"-5.5","0.4760","101.6","102.5","51.6","33.8","20.7","26.0","28.9"
2018,"R64","Georgia St.","SB",15,"-5.1","0.6894","108.8","101.5","53.9","38.7","16.7","25.6","33.4"
2018,"R64","Lipscomb","ASun",15,"-3.2","0.5375","103.2","101.8","51.5","32.7","20.0","27.4","24.3"
2018,"R64","Iona","MAAC",15,"-7.3","0.5333","108.8","107.6","53.9","38.3","16.0","24.5","30.8"
2018,"R68","North Carolina Central","MEAC",16,"-12.0","0.1522","95.0","110.3","50.4","32.3","20.8","32.9","29.7"
2018,"R32","UMBC","AE",16,"-4.9","0.4963","102.1","102.2","52.2","38.2","17.2","25.9","28.3"
2018,"R68","LIU Brooklyn","NEC",16,"-13.2","0.2937","101.9","109.9","52.1","34.6","19.5","29.4","29.8"
2018,"R64","Penn","Ivy",16,"-3.3","0.6644","103.6","97.6","52.9","34.8","16.6","23.8","22.6"
2018,"R64","Texas Southern","SWAC",16,"-10.9","0.2930","104.1","112.4","50.5","35.9","17.2","28.5","32.5"
2018,"R64","Radford","BSth",16,"-6.5","0.4559","101.3","102.8","49.3","35.0","18.7","32.0","28.0"
2019,"E8","Gonzaga","WCC",1,"7.0","0.9744","123.4","89.9","59.0","36.3","14.9","31.5","26.8"
2019,"S16","North Carolina","ACC",1,"10.0","0.9582","120.1","91.4","52.9","36.2","17.2","35.3","22.8"
2019,"E8","Duke","ACC",1,"11.2","0.9646","118.9","89.2","53.6","30.8","17.5","35.6","29.5"
2019,"Champions","Virginia","ACC",1,"11.1","0.9736","123.0","89.9","55.2","39.5","14.7","30.4","25.4"
2019,"E8","Kentucky","SEC",2,"8.8","0.9568","117.5","89.8","53.0","35.4","18.6","36.8","25.5"
2019,"S16","Michigan","B10",2,"9.2","0.9665","114.6","85.6","51.6","34.2","13.9","24.7","24.8"
2019,"F4","Michigan St.","B10",2,"10.7","0.9597","119.9","91.0","55.2","37.8","18.5","33.9","26.4"
2019,"S16","Tennessee","SEC",2,"9.9","0.9488","122.8","95.2","55.3","36.7","15.8","31.6","30.2"
2019,"2ND","Texas Tech","B12",3,"7.0","0.9696","115.2","85.2","53.5","36.5","17.7","27.4","28.7"
2019,"S16","Houston","Amer",3,"7.8","0.9439","115.7","90.5","52.1","35.5","16.5","34.4","26.0"
2019,"S16","LSU","SEC",3,"7.3","0.9081","117.9","96.6","51.2","31.9","17.9","36.7","30.8"
2019,"E8","Purdue","B10",3,"6.1","0.9539","122.8","94.3","53.6","37.4","15.8","34.5","27.0"
2019,"R32","Kansas","B12",4,"8.3","0.9092","112.9","92.4","52.6","35.0","18.8","30.1","27.9"
2019,"S16","Virginia Tech","ACC",4,"5.0","0.9357","117.8","93.4","55.6","39.4","17.3","29.6","27.2"
2019,"R64","Kansas St.","B12",4,"6.5","0.9151","108.0","87.8","49.4","33.4","17.4","28.3","25.7"
2019,"S16","Florida St.","ACC",4,"7.6","0.9146","111.7","90.9","50.5","33.2","18.9","32.8","27.0"
2019,"F4","Auburn","SEC",5,"6.1","0.9420","121.3","95.2","54.4","38.1","16.8","31.6","32.8"
2019,"R64","Marquette","BE",5,"2.7","0.8524","111.7","95.9","53.5","38.8","19.4","29.4","26.1"
2019,"R64","Wisconsin","B10",5,"6.3","0.9089","108.2","88.6","51.1","35.9","14.6","24.5","26.5"
2019,"R64","Mississippi St.","SEC",5,"4.5","0.8980","116.9","96.8","54.6","37.7","19.2","34.7","29.6"
2019,"R32","Buffalo","MAC",6,"5.5","0.8819","113.6","95.3","53.4","33.7","16.0","31.7","26.9"
2019,"R64","Iowa St.","B12",6,"4.3","0.9120","118.4","96.6","54.7","36.2","16.3","28.3","30.1"
2019,"R32","Villanova","BE",6,"3.6","0.8448","114.6","98.9","53.2","35.2","16.9","30.3","27.7"
2019,"R32","Maryland","B10",6,"4.2","0.8875","111.6","93.3","51.4","34.9","19.4","34.1","24.8"
2019,"R64","Nevada","MWC",7,"3.8","0.8618","112.5","95.9","53.7","34.7","14.6","27.2","24.9"
2019,"R64","Cincinnati","Amer",7,"5.8","0.8871","112.3","93.8","49.0","34.5","16.0","37.4","29.3"
2019,"R32","Wofford","SC",7,"4.0","0.8892","116.4","97.1","57.5","41.4","16.1","31.8","25.2"
2019,"R64","Louisville","ACC",7,"2.3","0.9023","112.9","93.1","50.9","34.2","17.5","29.1","25.9"
2019,"R64","Utah St.","MWC",8,"2.0","0.8329","111.3","96.8","53.9","35.7","18.2","32.0","22.3"
2019,"R64","Syracuse","ACC",8,"0.4","0.8622","110.5","94.2","49.6","33.3","18.5","30.2","33.4"
2019,"R64","Mississippi","SEC",8,"0.9","0.8433","113.3","97.9","53.1","35.8","18.2","30.2","29.3"
2019,"R64","VCU","A10",8,"1.1","0.8838","104.6","87.6","50.1","30.5","20.0","31.0","30.6"
2019,"R32","Baylor","B12",9,"0.9","0.8400","114.6","99.2","51.2","34.1","19.7","37.9","29.4"
2019,"R32","UCF","Amer",9,"2.0","0.8980","112.7","93.3","52.9","36.5","17.6","29.5","29.6"
2019,"R32","Oklahoma","B12",9,"2.5","0.8780","110.5","93.1","50.4","34.6","17.0","25.8","27.8"
2019,"R32","Washington","P12",9,"3.1","0.8097","105.6","93.1","52.1","35.0","19.8","29.1","34.9"
2019,"R32","Minnesota","B10",10,"2.7","0.8284","110.4","96.3","48.2","31.7","17.1","31.4","28.4"
2019,"R32","Iowa","B10",10,"3.2","0.8385","116.1","100.6","52.7","36.4","17.2","29.8","29.4"
2019,"R32","Florida","SEC",10,"0.7","0.8947","110.3","91.6","49.8","33.4","17.9","30.6","32.2"
2019,"R64","Seton Hall","BE",10,"-0.4","0.7749","107.9","96.9","49.9","32.4","17.5","29.5","29.2"
2019,"R68","Temple","Amer",11,"1.8","0.7866","109.4","97.6","49.9","33.0","15.7","26.9","29.2"
2019,"R32","Ohio St.","B10",11,"0.9","0.8329","107.8","93.8","50.3","34.1","18.7","27.6","25.9"
2019,"R64","Saint Mary's","WCC",11,"-0.8","0.8637","113.1","96.3","53.8","37.8","16.2","31.2","23.0"
2019,"R68","St. John's","BE",11,"-1.2","0.7067","107.4","99.5","51.9","35.8","14.3","21.8","29.4"
2019,"R64","Belmont","OVC",11,"1.2","0.8138","114.9","101.0","57.6","37.0","15.2","25.3","25.0"
