"year","postseason","team","conf","seed","wab","barthag","adjoe","adjde","efg_o","3p_o","tor","orb","drb"
2019,"R64","Arizona St.","P12",11,"0.1","0.7750","108.7","97.6","50.6","33.6","18.7","31.7","26.9"
2019,"R32","Liberty","BSth",12,"-0.6","0.7428","109.2","99.6","55.9","36.8","17.2","25.2","26.4"
2019,"R64","New Mexico St.","WAC",12,"1.4","0.8155","111.8","98.2","54.1","34.0","17.8","37.0","22.5"
2019,"S16","Oregon","P12",12,"-1.1","0.8687","108.1","91.7","52.0","35.1","17.8","29.6","28.8"
2019,"R32","Murray St.","OVC",12,"1.2","0.7852","110.4","98.6","54.8","34.9","17.2","32.0","30.7"
2019,"R64","Vermont","AE",13,"-1.0","0.7324","107.0","98.1","52.6","35.9","16.8","27.3","22.2"
2019,"R64","Saint Louis","A10",13,"-3.2","0.6599","101.3","95.7","46.7","30.4","19.3","36.0","25.1"
2019,"R32","UC Irvine","BW",13,"0.7","0.7458","107.2","97.6","51.3","35.9","17.5","33.7","27.0"
2019,"R64","Northeastern","CAA",13,"-2.8","0.6712","109.1","102.5","56.5","38.2","16.6","22.7","24.6"
2019,"R64","Yale","Ivy",14,"-0.9","0.7034","110.5","102.5","55.6","36.5","17.8","26.3","24.6"
2019,"R64","Old Dominion","CUSA",14,"-1.8","0.6339","99.3","94.6","47.2","34.9","17.8","32.1","24.8"
2019,"R64","Northern Kentucky","Horz",14,"-2.2","0.6719","107.8","101.3","54.6","36.0","17.8","30.6","26.0"
2019,"R64","Georgia St.","SB",14,"-1.3","0.6418","106.4","101.1","53.7","38.1","16.4","23.0","33.8"
2019,"R64","Montana","BSky",15,"-3.2","0.5812","106.2","103.2","56.1","37.8","17.3","27.4","24.9"
2019,"R64","Bradley","MVC",15,"-7.9","0.5170","101.1","100.5","49.7","37.0","18.8","26.7","26.7"
2019,"R64","Abilene Christian","Slnd",15,"-2.6","0.5064","100.9","100.7","51.9","37.7","17.3","27.0","28.5"
2019,"R64","Colgate","Pat",15,"-4.4","0.5961","109.1","105.5","55.9","39.5","19.3","30.2","27.1"
2019,"R64","Gardner Webb","BSth",16,"-5.0","0.4852","106.0","106.6","54.8","37.7","17.1","22.4","31.3"
2019,"R64","North Dakota St.","Sum",16,"-8.6","0.4369","106.6","109.0","53.5","36.7","15.7","20.7","25.9"
2019,"R68","Prairie View A&M","SWAC",16,"-7.1","0.3911","101.7","105.7","49.0","32.4","17.4","29.7","34.3"
2019,"R64","Fairleigh Dickinson","NEC",16,"-9.3","0.3494","104.5","110.3","54.2","40.1","19.7","29.5","33.2"
2019,"R64","Iona","MAAC",16,"-10.4","0.4044","105.2","108.8","53.0","35.1","17.3","25.1","30.7"
2019,"R68","North Carolina Central","MEAC",16,"-10.9","0.2414","98.0","108.3","49.9","31.5","22.7","34.8","26.9"
2021,"R32","Illinois","B10",1,"8.9","0.9539","117.7","90.4","55.6","37.6","18.2","33.0","22.2"
2021,"E8","Michigan","B10",1,"7.2","0.9521","118.1","91.1","54.9","38.7","16.3","29.4","24.8"
2021,"2ND","Gonzaga","WCC",1,"8.5","0.9791","125.4","89.8","61.0","36.5","16.1","30.4","23.4"
2021,"Champions","Baylor","B12",1,"6.6","0.9548","123.2","94.5","57.5","41.8","17.6","37.5","30.9"
2021,"R32","Iowa","B10",2,"5.6","0.9491","123.5","95.7","54.6","38.6","13.3","30.7","28.6"
2021,"F4","Houston","Amer",2,"4.0","0.9626","120.6","90.9","51.3","35.5","16.3","39.4","28.0"
2021,"R64","Ohio St.","B10",2,"6.0","0.9340","122.1","97.0","53.1","36.5","15.3","29.1","27.4"
2021,"S16","Alabama","SEC",2,"6.8","0.9343","111.0","88.1","51.3","35.1","18.6","31.5","29.8"
2021,"R32","West Virginia","B12",3,"3.0","0.9046","115.9","95.3","48.7","35.7","17.0","35.6","31.3"
2021,"R32","Kansas","B12",3,"4.2","0.8964","108.5","90.0","49.8","33.8","17.7","30.9","26.9"
2021,"E8","Arkansas","SEC",3,"4.6","0.8997","110.4","91.2","51.5","33.9","17.4","31.7","26.2"
2021,"R64","Texas","B12",3,"4.2","0.9058","113.8","93.5","52.9","35.7","20.2","31.3","26.9"
2021,"S16","Florida St.","ACC",4,"2.5","0.9305","117.8","94.0","54.4","39.0","20.1","35.4","31.4"
2021,"R64","Purdue","B10",4,"3.8","0.8994","112.4","92.9","51.4","33.5","18.7","32.2","24.1"
2021,"R64","Virginia","ACC",4,"3.4","0.9079","114.6","93.9","56.1","38.1","15.4","23.1","22.6"
2021,"R32","Oklahoma St.","B12",4,"4.6","0.8750","109.3","92.3","52.1","33.8","21.4","31.9","30.2"
2021,"S16","Creighton","BE",5,"3.5","0.9025","114.4","94.3","55.7","36.7","15.8","24.8","28.2"
2021,"S16","Villanova","BE",5,"3.2","0.9076","117.9","96.7","52.8","35.2","13.5","27.9","24.8"
2021,"R32","Colorado","P12",5,"2.6","0.9045","113.7","93.5","52.0","36.7","16.8","30.9","25.6"
2021,"R64","Tennessee","SEC",5,"2.4","0.9072","108.8","89.2","50.1","33.8","18.2","31.4","28.6"
2021,"R64","San Diego St.","MWC",6,"2.8","0.9191","111.1","90.0","52.7","37.5","16.9","29.9","24.4"
2021,"E8","USC","P12",6,"3.6","0.9052","112.0","92.0","52.1","34.8","18.1","35.7","27.3"
2021,"R32","Texas Tech","B12",6,"0.9","0.9057","112.3","92.2","49.7","34.7","16.2","33.8","29.7"
2021,"R64","BYU","WCC",6,"3.3","0.8991","112.8","93.3","55.0","37.3","19.0","28.6","23.3"
2021,"R64","Connecticut","BE",7,"2.1","0.9188","114.6","92.8","49.5","33.6","17.6","36.9","29.8"
2021,"R64","Clemson","ACC",7,"2.9","0.8374","105.9","91.9","50.4","34.6","19.5","26.6","26.6"
2021,"R32","Florida","SEC",7,"1.4","0.8748","110.6","93.4","52.5","35.7","20.7","30.7","31.5"
2021,"S16","Oregon","P12",7,"3.0","0.8350","113.1","98.2","54.4","37.9","16.8","28.3","27.2"
2021,"R32","LSU","SEC",8,"2.4","0.8868","119.3","99.8","52.8","35.0","16.1","31.5","32.8"
2021,"S16","Loyola Chicago","MVC",8,"1.7","0.9136","108.5","88.3","56.3","35.7","18.5","26.0","21.0"
2021,"R32","Oklahoma","B12",8,"0.3","0.8642","111.0","94.5","50.8","33.8","15.8","27.3","27.5"
2021,"R64","North Carolina","ACC",8,"2.3","0.8777","108.8","91.6","48.5","31.7","20.5","41.2","26.3"
2021,"R32","Wisconsin","B10",9,"2.2","0.9163","111.3","90.4","49.4","36.0","13.5","23.7","25.1"
2021,"R64","Missouri","SEC",9,"2.1","0.8599","111.3","95.0","50.9","32.0","18.9","28.6","29.2"
2021,"R64","Georgia Tech","ACC",9,"1.9","0.8820","113.0","94.8","53.9","34.9","15.9","24.8","29.7"
2021,"R64","St. Bonaventure","A10",9,"2.1","0.8864","111.1","92.9","50.5","35.4","16.9","33.6","28.4"
2021,"R32","Rutgers","B10",10,"1.9","0.8470","106.7","91.9","50.2","31.1","16.4","27.4","29.1"
2021,"R64","Virginia Tech","ACC",10,"0.9","0.8426","109.3","94.5","52.5","35.7","17.3","28.4","24.3"
2021,"R64","VCU","A10",10,"1.3","0.8540","104.6","89.7","50.9","32.9","20.6","28.3","31.3"
2021,"R32","Maryland","B10",10,"0.2","0.8735","110.0","93.0","52.6","34.9","16.8","20.9","24.8"
2021,"F4","UCLA","P12",11,"1.0","0.8350","112.3","97.5","52.0","36.7","16.6","30.4","24.4"
2021,"R64","Utah St.","MWC",11,"-1.1","0.8569","105.2","90.0","49.8","33.6","19.7","35.3","21.3"
2021,"R68","Wichita St.","Amer",11,"1.3","0.7823","109.6","98.1","47.6","34.5","15.9","29.8","33.4"
2021,"R64","Drake","MVC",11,"1.5","0.7508","111.8","101.6","54.5","36.6","15.2","31.6","24.9"
2021,"S16","Syracuse","ACC",11,"0.5","0.8402","112.8","97.6","50.7","33.7","16.0","30.1","33.5"
2021,"R68","Michigan St.","B10",11,"1.4","0.8054","105.8","93.5","47.9","32.0","18.9","30.4","26.1"
2021,"R64","UC Santa Barbara","BW",12,"-0.2","0.7615","107.9","97.6","53.0","34.8","16.5","28.2","24.5"
2021,"R64","Winthrop","BSth",12,"0.9","0.6975","104.2","96.9","53.0","35.3","19.5","35.6","22.2"
2021,"E8","Oregon St.","P12",12,"-1.6","0.7289","108.5","99.6","48.7","34.6","17.2","29.8","29.4"
2021,"R64","Georgetown","BE",12,"-1.0","0.8516","108.5","93.2","49.6","36.6","21.7","32.4","27.3"
2021,"R64","Liberty","ASun",13,"-1.7","0.6969","109.1","101.5","57.4","38.8","15.6","23.1","22.4"
2021,"R64","UNC Greensboro","SC",13,"-3.5","0.6353","102.3","97.5","48.2","30.0","15.6","32.4","25.9"
2021,"R32","North Texas","CUSA",13,"-2.5","0.7578","104.4","94.6","54.0","37.3","20.4","27.9","26.9"
2021,"R32","Ohio","MAC",13,"-2.0","0.7715","111.9","100.7","55.8","36.6","17.0","28.7","27.4"
2021,"R64","Colgate","Pat",14,"0.3","0.7641","110.8","100.0","57.1","40.2","13.8","27.9","25.6"
2021,"R32","Abilene Christian","Slnd",14,"-1.1","0.6977","101.8","94.7","52.9","37.7","19.4","30.6","27.9"
2021,"R64","Morehead St.","OVC",14,"-2.0","0.5778","99.3","96.7","51.9","34.7","22.9","31.3","24.9"
2021,"R64","Eastern Washington","BSky",14,"-3.6","0.6729","107.7","101.1","54.1","35.9","16.5","23.9","25.8"
2021,"R64","Cleveland St.","Horz",15,"-2.7","0.4785","99.9","100.7","50.6","31.9","18.5","30.9","31.8"
2021,"R64","Grand Canyon","WAC",15,"-3.2","0.6852","102.7","96.0","53.0","32.2","20.4","32.4","22.6"
2021,"R64","Iona","MAAC",15,"-3.2","0.5450","101.1","99.5","51.2","35.5","22.4","33.4","26.1"
2021,"S16","Oral Roberts","Sum",15,"-5.1","0.4981","107.0","107.1","53.6","38.8","15.7","23.2","33.0"
2021,"R64","Drexel","CAA",16,"-4.5","0.5768","107.9","105.0","54.3","37.2","19.6","29.4","24.3"
2021,"R68","Appalachian St.","SB",16,"-7.7","0.3512","99.0","104.4","47.7","32.6","17.5","27.8","30.6"
2021,"R64","Texas Southern","SWAC",16,"-4.5","0.3307","97.3","103.5","48.3","27.7","21.4","32.9","25.7"
2021,"R64","Hartford","AE",16,"-4.9","0.4345","97.3","99.6","50.4","32.7","19.0","24.8","28.6"
2021,"R64","Norfolk St.","MEAC",16,"-5.0","0.3698","99.4","104.1","49.7","37.4","17.8","28.8","28.7"
2021,"R68","Mount St. Mary's","NEC",16,"-7.2","0.3593","95.7","100.6","48.7","33.7","20.1","31.7","24.6"
2022,"S16","Arizona","P12",1,"8.8","0.9341","118.0","93.7","55.6","35.3","18.3","34.7","28.6"
2022,"S16","Gonzaga","WCC",1,"6.7","0.9662","120.3","89.9","58.7","37.0","15.7","29.1","23.4"
2022,"R32","Baylor","B12",1,"8.9","0.9491","117.8","91.3","52.8","34.3","17.9","36.3","28.8"
2022,"Champions","Kansas","B12",1,"10.4","0.9580","119.8","91.3","53.8","36.1","17.3","32.9","28.6"
2022,"R32","Auburn","SEC",2,"7.4","0.9228","111.7","90.0","49.9","31.8","16.7","33.7","28.9"
2022,"F4","Villanova","BE",2,"7.3","0.9346","117.2","93.0","51.5","35.9","15.5","31.2","28.9"
2022,"R64","Kentucky","SEC",2,"6.9","0.9295","119.4","95.4","53.1","34.7","16.7","37.7","24.9"
2022,"F4","Duke","ACC",2,"7.2","0.9440","122.7","96.0","55.6","36.6","15.0","31.7","28.9"
2022,"R32","Tennessee","SEC",3,"8.0","0.9439","111.3","87.1","50.7","35.9","17.7","32.4","27.2"
2022,"R32","Wisconsin","B10",3,"6.5","0.8511","108.7","93.4","47.7","30.7","13.0","25.9","24.4"
2022,"S16","Purdue","B10",3,"7.0","0.9267","121.6","97.5","56.5","38.4","17.5","35.2","23.8"
2022,"S16","Texas Tech","B12",3,"6.6","0.9509","110.5","85.4","52.6","32.1","19.8","33.2","25.8"
2022,"R32","Illinois","B10",4,"4.2","0.8943","111.9","93.0","52.5","35.9","18.1","33.1","26.6"
2022,"S16","Providence","BE",4,"5.9","0.8554","111.4","95.5","50.0","34.4","17.0","30.3","27.4"
2022,"S16","UCLA","P12",4,"5.1","0.9321","115.8","92.2","50.6","35.4","13.2","31.3","25.3"
2022,"E8","Arkansas","SEC",4,"4.5","0.8894","108.7","90.7","48.6","30.4","16.9","29.6","25.3"
2022,"R64","Connecticut","BE",5,"3.1","0.8709","113.2","95.9","49.6","35.2","17.3","37.9","27.6"
2022,"R64","Iowa","B10",5,"4.5","0.9265","121.1","97.2","53.3","36.3","13.0","32.3","30.0"
2022,"E8","Houston","Amer",5,"6.2","0.9595","116.5","88.5","53.1","33.8","16.9","37.7","28.0"
2022,"R32","Saint Mary's","WCC",5,"3.9","0.9024","109.8","90.5","52.7","35.5","17.0","27.4","21.7"
2022,"R64","LSU","SEC",6,"2.3","0.8766","106.3","89.6","49.4","31.6","20.7","33.8","30.9"
2022,"R32","Texas","B12",6,"3.4","0.9152","112.5","91.5","50.1","33.0","17.8","31.6","29.8"
2022,"R64","Colorado St.","MWC",6,"4.3","0.8190","111.9","98.1","54.8","35.6","15.2","21.9","25.0"
2022,"R64","Alabama","SEC",6,"2.0","0.8612","115.2","98.3","51.3","30.9","19.8","35.3","30.5"
2022,"R64","USC","P12",7,"4.1","0.8021","108.6","96.2","51.2","35.7","17.9","33.5","26.7"
2022,"R32","Michigan St.","B10",7,"2.9","0.8405","111.6","96.6","52.0","37.8","18.8","30.7","27.1"
2022,"R32","Ohio St.","B10",7,"1.3","0.8612","115.5","98.5","54.3","36.5","17.1","29.3","28.7"
2022,"R32","Murray St.","OVC",7,"3.5","0.8241","110.0","96.2","52.6","34.5","17.1","35.3","25.7"
2022,"2ND","North Carolina","ACC",8,"4.3","0.9113","114.4","93.5","51.5","35.8","16.4","31.9","21.6"
2022,"R64","Boise St.","MWC",8,"3.5","0.8434","107.6","92.9","50.7","34.0","18.4","30.6","22.4"
2022,"R64","Seton Hall","BE",8,"1.9","0.8000","105.4","93.4","47.2","33.2","17.7","32.3","29.1"
2022,"R64","San Diego St.","MWC",8,"2.6","0.8675","102.4","86.9","48.7","35.4","19.3","29.5","27.3"
2022,"R32","Creighton","BE",9,"1.7","0.8151","104.8","92.1","50.6","30.8","20.4","28.4","28.5"
2022,"R32","TCU","B12",9,"2.9","0.8698","108.6","92.1","48.7","30.2","21.4","37.7","26.1"
2022,"R64","Marquette","BE",9,"0.6","0.7787","107.7","96.5","52.1","34.4","17.2","22.5","31.6"
2022,"R32","Memphis","Amer",9,"1.4","0.9028","112.4","92.6","52.3","35.5","22.5","37.4","30.9"
2022,"R64","San Francisco","WCC",10,"1.6","0.8748","110.2","93.0","53.1","34.3","17.9","30.0","24.0"
2022,"E8","Miami FL","ACC",10,"2.6","0.8467","113.6","97.9","53.4","33.9","14.0","22.4","30.3"
2022,"R64","Loyola Chicago","MVC",10,"1.8","0.8439","106.9","92.3","55.6","37.6","18.5","25.1","24.0"
2022,"R64","Davidson","A10",10,"2.1","0.8258","115.8","101.1","55.6","38.5","14.8","23.6","22.4"
2022,"R68","Rutgers","B10",11,"-0.7","0.7629","106.6","96.3","49.9","33.9","17.3","29.6","27.0"
2022,"S16","Iowa St.","B12",11,"2.8","0.8346","101.7","88.4","49.1","31.5","20.4","28.4","28.3"
2022,"R32","Notre Dame","ACC",11,"1.9","0.8542","112.8","96.7","54.0","37.9","15.6","22.1","24.7"
2022,"R64","Virginia Tech","ACC",11,"1.7","0.9028","115.6","95.2","55.1","39.2","17.0","27.8","26.2"
2022,"S16","Michigan","B10",11,"0.2","0.8741","113.9","96.2","52.1","33.9","17.3","31.0","24.0"
2022,"R32","Richmond","A10",12,"-1.6","0.7071","106.9","99.1","51.1","33.0","14.3","22.4","27.5"
2022,"R68","Wyoming","MWC",12,"1.9","0.7661","107.9","97.3","52.3","33.0","17.1","25.5","24.6"
2022,"R64","Indiana","B10",12,"0.2","0.8652","107.7","91.6","50.6","33.3","17.2","27.0","25.1"
2022,"R64","UAB","CUSA",12,"-0.1","0.8001","111.8","99.1","52.8","38.0","16.4","33.3","27.5"
2022,"R32","New Mexico St.","WAC",12,"0.7","0.7579","106.0","96.0","51.9","33.4","20.8","32.6","25.7"
2022,"R64","Vermont","AE",13,"-0.8","0.7984","109.7","97.3","57.1","36.8","14.7","23.7","18.7"
2022,"R64","South Dakota St.","Sum",13,"1.5","0.7542","114.1","103.5","59.2","43.7","15.3","23.7","24.3"
2022,"R64","Chattanooga","SC",13,"0.2","0.7557","107.3","97.3","52.2","33.9","17.0","32.7","26.2"
2022,"R64","Akron","MAC",13,"-4.3","0.6041","105.5","101.7","52.5","35.3","17.7","29.0","26.4"
2022,"R64","Yale","Ivy",14,"-4.9","0.5449","99.4","97.9","49.7","32.6","18.3","25.6","26.7"
2022,"R64","Colgate","Pat",14,"-6.1","0.6026","107.0","103.2","55.6","40.4","16.9","26.6","25.1"
2022,"R64","Montana St.","BSky",14,"-2.8","0.5308","103.6","102.5","53.9","37.0","18.7","26.7","23.5"
2022,"R64","Longwood","BSth",14,"-2.3","0.5541","105.7","103.7","51.5","38.4","18.4","33.2","24.5"
2022,"R64","Delaware","CAA",15,"-5.5","0.5908","106.5","103.2","53.4","34.5","18.3","26.7","31.3"
2022,"R64","Cal St. Fullerton","BW",15,"-5.0","0.4675","102.0","103.1","48.9","33.4","17.9","29.1","28.2"
2022,"R64","Jacksonville St.","ASun",15,"-5.2","0.5638","104.5","102.2","53.6","38.0","19.7","28.2","27.0"
2022,"E8","Saint Peter's","MAAC",15,"-5.6","0.6786","99.4","93.1","47.5","34.6","20.1","30.9","29.0"
2022,"R64","Georgia St.","SB",16,"-5.1","0.5983","101.9","98.4","44.7","32.4","16.6","32.5","31.0"
2022,"R68","Texas A&M Corpus Chris","Slnd",16,"-7.6","0.3223","96.4","102.8","47.2","31.8","19.7","34.0","28.8"
2022,"R68","Bryant","NEC",16,"-4.8","0.4651","102.9","104.1","49.6","30.3","19.0","32.8","31.7"
2022,"R64","Wright St.","Horz",16,"-8.4","0.4613","104.8","106.2","51.7","33.4","17.7","31.0","30.1"
2022,"R64","Norfolk St.","MEAC",16,"-3.1","0.4342","100.7","103.0","50.9","34.0","20.1","30.1","27.8"
2022,"R64","Texas Southern","SWAC",16,"-6.8","0.4356","96.3","98.5","48.2","31.4","21.4","33.0","28.0"
2023,"S16","Alabama","SEC",1,"10.2","0.9548","116.1","89.0","52.1","33.5","18.7","34.2","27.9"
2023,"R64","Purdue","B10",1,"9.4","0.9333","117.9","93.7","51.8","32.2","17.2","38.4","23.5"
2023,"S16","Houston","Amer",1,"8.0","0.9532","117.3","90.3","52.3","34.0","15.4","37.1","27.7"
2023,"R32","Kansas","B12",1,"10.1","0.9177","113.8","92.3","52.6","34.7","17.5","28.7","28.7"
2023,"S16","UCLA","P12",2,"8.4","0.9528","114.9","88.5","51.1","34.9","14.9","33.0","28.2"
2023,"E8","Texas","B12",2,"7.5","0.9371","116.1","91.8","53.3","34.7","16.3","28.3","29.0"
2023,"R32","Marquette","BE",2,"7.8","0.9197","118.7","96.0","56.0","35.3","15.3","26.2","31.7"
2023,"R64","Arizona","P12",2,"7.6","0.9292","119.4","95.4","56.5","37.8","18.4","30.7","26.1"
2023,"R32","Baylor","B12",3,"5.2","0.8991","121.7","100.6","53.2","36.8","17.9","34.4","30.9"
2023,"E8","Gonzaga","WCC",3,"6.6","0.9251","123.2","99.0","57.6","37.5","14.8","31.2","25.6"
2023,"E8","Kansas St.","B12",3,"4.2","0.8803","112.6","94.7","52.3","34.3","19.3","29.9","30.3"
2023,"S16","Xavier","BE",3,"5.4","0.8890","118.0","98.5","55.2","39.0","17.2","30.8","25.0"
2023,"R32","Indiana","B10",4,"3.4","0.8557","113.1","96.9","53.5","36.8","16.8","28.1","29.0"
2023,"Champions","Connecticut","BE",4,"5.0","0.9643","121.5","91.2","53.9","36.3","18.9","38.5","26.1"
2023,"R64","Virginia","ACC",4,"4.1","0.8591","110.0","94.0","51.2","35.0","13.6","25.6","24.9"
2023,"S16","Tennessee","SEC",4,"2.8","0.9401","111.2","87.5","49.9","32.8","18.1","36.4","26.9"
2023,"R32","Saint Mary's","WCC",5,"3.4","0.9213","112.1","90.5","52.0","36.1","16.4","32.6","21.9"
2023,"F4","Miami FL","ACC",5,"3.7","0.8715","119.1","100.9","54.3","36.8","16.1","31.8","28.8"
2023,"R32","Duke","ACC",5,"4.5","0.9072","113.3","92.9","51.1","33.5","18.3","35.9","26.1"
2023,"2ND","San Diego St.","MWC",5,"5.7","0.9205","110.8","89.5","49.3","34.0","17.3","31.6","26.1"
2023,"E8","Creighton","BE",6,"2.2","0.9177","115.0","93.2","54.2","35.4","16.6","25.3","23.5"
2023,"R64","Iowa St.","B12",6,"2.4","0.8678","107.0","90.9","49.9","33.1","19.6","33.9","26.5"
2023,"R32","TCU","B12",6,"2.2","0.8704","111.7","94.6","50.0","31.0","16.7","32.2","30.5"
2023,"R32","Kentucky","SEC",6,"1.6","0.8738","115.7","97.7","50.6","34.7","17.4","39.2","25.0"
2023,"S16","Michigan St.","B10",7,"2.4","0.8771","114.4","96.4","51.7","39.3","16.4","27.6","25.2"
2023,"R32","Northwestern","B10",7,"1.6","0.8642","109.7","93.4","47.3","32.1","14.7","28.6","27.7"
2023,"R32","Missouri","SEC",7,"3.5","0.7939","117.5","104.5","55.0","36.0","15.8","26.3","37.2"
2023,"R64","Texas A&M","SEC",7,"3.7","0.8808","113.8","95.7","48.8","32.6","18.3","36.7","30.4"
2023,"R32","Maryland","B10",8,"1.0","0.8658","112.6","95.8","50.8","32.8","16.5","30.0","28.1"
2023,"S16","Arkansas","SEC",8,"0.4","0.8894","111.9","93.3","50.9","31.3","18.1","30.8","27.9"
2023,"R64","Memphis","Amer",8,"4.7","0.9030","115.4","95.0","53.0","35.3","18.3","31.2","32.7"
2023,"R64","Iowa","B10",8,"0.3","0.8385","119.9","103.9","51.7","34.0","14.0","32.1","27.4"
2023,"R64","Illinois","B10",9,"0.9","0.8216","108.9","95.4","51.4","30.8","18.4","31.6","26.7"
2023,"F4","Florida Atlantic","CUSA",9,"4.7","0.8815","114.0","95.8","54.3","36.6","16.9","31.4","25.4"
2023,"R32","Auburn","SEC",9,"1.1","0.8829","113.1","94.9","49.5","31.5","17.7","32.8","32.4"
2023,"R64","West Virginia","B12",9,"1.5","0.8933","117.2","97.5","51.5","35.0","18.5","34.0","29.3"
2023,"R64","Utah St.","MWC",10,"2.9","0.8670","115.4","98.0","55.5","37.9","17.6","27.4","24.5"
2023,"R32","Penn St.","B10",10,"1.3","0.8547","117.5","100.7","55.4","38.7","13.7","19.2","25.6"
2023,"R64","USC","P12",10,"2.1","0.8298","111.8","97.4","51.2","34.5","18.1","28.8","32.7"
2023,"R64","Boise St.","MWC",10,"2.1","0.8361","110.1","95.6","51.6","35.6","16.6","27.2","24.0"
2023,"R64","North Carolina St.","ACC",11,"1.1","0.8272","113.6","99.2","51.5","34.7","13.5","30.4","26.2"
2023,"R32","Pittsburgh","ACC",11,"-0.3","0.7743","113.1","101.6","52.5","36.0","16.3","29.5","28.6"
2023,"R64","Arizona St.","P12",11,"1.2","0.8207","108.4","95.0","48.4","32.2","16.8","29.2","31.5"
2023,"R68","Mississippi St.","SEC",11,"0.4","0.7985","103.4","91.8","46.7","26.6","19.4","35.5","28.6"
2023,"R68","Nevada","MWC",11,"0.7","0.7542","109.7","99.5","50.7","34.4","15.3","22.8","24.9"
2023,"R64","Providence","BE",11,"1.3","0.8128","114.9","101.2","51.1","34.6","16.8","34.7","27.3"
2023,"R64","VCU","A10",12,"1.0","0.8026","105.5","93.4","52.0","34.8","19.6","28.9","30.0"
2023,"R64","College of Charleston","CAA",12,"1.7","0.7865","109.4","97.7","51.1","33.0","16.7","34.6","25.4"
2023,"R64","Drake","MVC",12,"-0.7","0.8155","108.8","95.6","52.9","36.4","15.5","23.8","22.4"
2023,"R64","Oral Roberts","Sum",12,"1.6","0.7487","111.8","101.6","55.4","36.5","13.3","24.5","27.7"
2023,"R64","Kent St.","MAC",13,"0.8","0.7560","107.0","97.0","50.8","33.2","16.3","31.3","30.2"
2023,"R64","Iona","MAAC",13,"-1.7","0.7909","110.3","98.3","51.6","36.2","15.1","31.6","30.8"
2023,"R32","Furman","SC",13,"-2.0","0.6984","112.7","104.8","55.0","34.1","15.7","28.9","27.3"
2023,"R64","Louisiana Lafayette","SB",13,"-0.5","0.7299","110.8","101.6","52.8","36.5","17.7","33.3","26.3"
2023,"R64","Grand Canyon","WAC",14,"-3.8","0.6388","111.3","106.0","52.8","37.6","18.1","30.2","30.4"
2023,"R64","Kennesaw St.","ASun",14,"-1.4","0.6428","105.6","100.3","52.7","36.8","17.8","27.3","25.4"
2023,"R64","UC Santa Barbara","BW",14,"-1.5","0.6126","110.0","105.7","54.1","34.8","17.0","26.3","26.1"
2023,"R64","Montana St.","BSky",14,"-2.7","0.6871","105.1","98.2","51.0","31.8","17.8","25.7","25.4"
2023,"S16","Princeton","Ivy",15,"-3.2","0.7083","109.1","101.0","52.2","33.7","16.5","28.1","22.6"
2023,"R64","Colgate","Pat",15,"-3.7","0.6607","112.5","106.1","58.2","40.5","15.0","25.0","24.5"
2023,"R64","Vermont","AE",15,"-3.8","0.6873","109.7","102.5","54.8","36.0","14.3","19.2","22.3"
2023,"R64","UNC Asheville","BSth",15,"-1.9","0.4657","102.3","103.5","53.6","38.6","20.1","25.7","29.1"
2023,"R64","Howard","MEAC",16,"-7.3","0.4031","102.7","106.3","51.8","36.9","22.8","33.7","31.9"
2023,"R68","Southeast Missouri St.","OVC",16,"-11.7","0.2823","99.4","107.8","50.1","33.2","17.3","25.0","28.3"
2023,"R32","Fairleigh Dickinson","NEC",16,"-12.2","0.2909","106.1","114.7","51.3","34.3","16.3","30.9","29.3"
2023,"R64","Northern Kentucky","Horz",16,"-6.7","0.5349","102.6","101.4","49.1","34.3","17.3","31.6","33.0"
2023,"R68","Texas Southern","SWAC",16,"-13.5","0.2394","95.4","105.4","46.1","28.0","20.3","29.2","27.5"
2023,"R64","Texas A&M Corpus Chris","Slnd",16,"-6.0","0.4566","105.8","107.4","50.5","36.4","17.7","32.8","27.8"
